lga_2016,state,industry_people,industry_type,industry_type_full,lga_total_industry_people
43080,4,254,agriculture,agriculture_forestry_and_fishing,478
43220,4,238,agriculture,agriculture_forestry_and_fishing,526
43360,4,366,agriculture,agriculture_forestry_and_fishing,1050
43650,4,651,agriculture,agriculture_forestry_and_fishing,7309
43710,4,597,agriculture,agriculture_forestry_and_fishing,2536
43790,4,1192,agriculture,agriculture_forestry_and_fishing,4989
43920,4,395,agriculture,agriculture_forestry_and_fishing,4106
44000,4,0,agriculture,agriculture_forestry_and_fishing,8
44060,4,181,agriculture,agriculture_forestry_and_fishing,41862
44210,4,615,agriculture,agriculture_forestry_and_fishing,3287
44340,4,185,agriculture,agriculture_forestry_and_fishing,30924
44550,4,574,agriculture,agriculture_forestry_and_fishing,16379
44620,4,676,agriculture,agriculture_forestry_and_fishing,11612
44830,4,361,agriculture,agriculture_forestry_and_fishing,1252
45040,4,733,agriculture,agriculture_forestry_and_fishing,8470
45090,4,1110,agriculture,agriculture_forestry_and_fishing,4236
45120,4,506,agriculture,agriculture_forestry_and_fishing,1993
45290,4,107,agriculture,agriculture_forestry_and_fishing,16962
45340,4,885,agriculture,agriculture_forestry_and_fishing,74900
45400,4,147,agriculture,agriculture_forestry_and_fishing,398
45540,4,68,agriculture,agriculture_forestry_and_fishing,493
45680,4,837,agriculture,agriculture_forestry_and_fishing,32648
45890,4,486,agriculture,agriculture_forestry_and_fishing,52263
46090,4,129,agriculture,agriculture_forestry_and_fishing,5306
46300,4,550,agriculture,agriculture_forestry_and_fishing,6127
46450,4,265,agriculture,agriculture_forestry_and_fishing,6507
46510,4,85,agriculture,agriculture_forestry_and_fishing,10598
46670,4,771,agriculture,agriculture_forestry_and_fishing,4068
46860,4,159,agriculture,agriculture_forestry_and_fishing,677
46970,4,0,agriculture,agriculture_forestry_and_fishing,2199
47140,4,1067,agriculture,agriculture_forestry_and_fishing,57408
47290,4,475,agriculture,agriculture_forestry_and_fishing,978
47490,4,287,agriculture,agriculture_forestry_and_fishing,988
47630,4,984,agriculture,agriculture_forestry_and_fishing,3426
47700,4,226,agriculture,agriculture_forestry_and_fishing,47302
47800,4,911,agriculture,agriculture_forestry_and_fishing,2292
47910,4,303,agriculture,agriculture_forestry_and_fishing,1087
47980,4,105,agriculture,agriculture_forestry_and_fishing,18491
48050,4,236,agriculture,agriculture_forestry_and_fishing,4649
48130,4,695,agriculture,agriculture_forestry_and_fishing,2783
48260,4,37,agriculture,agriculture_forestry_and_fishing,3402
48340,4,1143,agriculture,agriculture_forestry_and_fishing,5033
48410,4,157,agriculture,agriculture_forestry_and_fishing,27750
48540,4,49,agriculture,agriculture_forestry_and_fishing,8299
48640,4,252,agriculture,agriculture_forestry_and_fishing,647
48750,4,259,agriculture,agriculture_forestry_and_fishing,1983
48830,4,1081,agriculture,agriculture_forestry_and_fishing,4061
49399,4,414,agriculture,agriculture_forestry_and_fishing,1675
49499,4,105,agriculture,agriculture_forestry_and_fishing,734
49799,4,0,agriculture,agriculture_forestry_and_fishing,3
50080,5,1093,agriculture,agriculture_forestry_and_fishing,15988
50210,5,324,agriculture,agriculture_forestry_and_fishing,36286
50250,5,83,agriculture,agriculture_forestry_and_fishing,8305
50280,5,606,agriculture,agriculture_forestry_and_fishing,6892
50350,5,42,agriculture,agriculture_forestry_and_fishing,7242
50420,5,116,agriculture,agriculture_forestry_and_fishing,32423
50490,5,82,agriculture,agriculture_forestry_and_fishing,18599
50560,5,192,agriculture,agriculture_forestry_and_fishing,671
50630,5,55,agriculture,agriculture_forestry_and_fishing,856
50770,5,349,agriculture,agriculture_forestry_and_fishing,752
50840,5,192,agriculture,agriculture_forestry_and_fishing,1942
50910,5,152,agriculture,agriculture_forestry_and_fishing,394
50980,5,193,agriculture,agriculture_forestry_and_fishing,7379
51080,5,213,agriculture,agriculture_forestry_and_fishing,465
51120,5,152,agriculture,agriculture_forestry_and_fishing,413
51190,5,171,agriculture,agriculture_forestry_and_fishing,13729
51260,5,774,agriculture,agriculture_forestry_and_fishing,16075
51310,5,78,agriculture,agriculture_forestry_and_fishing,12935
51330,5,166,agriculture,agriculture_forestry_and_fishing,42134
51400,5,339,agriculture,agriculture_forestry_and_fishing,8019
51470,5,80,agriculture,agriculture_forestry_and_fishing,252
51540,5,398,agriculture,agriculture_forestry_and_fishing,2344
51610,5,133,agriculture,agriculture_forestry_and_fishing,652
51680,5,269,agriculture,agriculture_forestry_and_fishing,2526
51750,5,48,agriculture,agriculture_forestry_and_fishing,4419
51820,5,393,agriculture,agriculture_forestry_and_fishing,51765
51890,5,63,agriculture,agriculture_forestry_and_fishing,3285
51960,5,7,agriculture,agriculture_forestry_and_fishing,1476
52030,5,190,agriculture,agriculture_forestry_and_fishing,429
52100,5,206,agriculture,agriculture_forestry_and_fishing,525
52170,5,56,agriculture,agriculture_forestry_and_fishing,3694
52240,5,276,agriculture,agriculture_forestry_and_fishing,524
52310,5,113,agriculture,agriculture_forestry_and_fishing,371
52380,5,6,agriculture,agriculture_forestry_and_fishing,66
52450,5,152,agriculture,agriculture_forestry_and_fishing,619
52520,5,263,agriculture,agriculture_forestry_and_fishing,726
52590,5,393,agriculture,agriculture_forestry_and_fishing,1453
52660,5,220,agriculture,agriculture_forestry_and_fishing,6425
52730,5,218,agriculture,agriculture_forestry_and_fishing,2364
52800,5,145,agriculture,agriculture_forestry_and_fishing,2324
52870,5,405,agriculture,agriculture_forestry_and_fishing,2509
52940,5,127,agriculture,agriculture_forestry_and_fishing,307
53010,5,166,agriculture,agriculture_forestry_and_fishing,324
53080,5,20,agriculture,agriculture_forestry_and_fishing,305
53150,5,25,agriculture,agriculture_forestry_and_fishing,3720
53220,5,71,agriculture,agriculture_forestry_and_fishing,5853
53290,5,1054,agriculture,agriculture_forestry_and_fishing,6377
53360,5,28,agriculture,agriculture_forestry_and_fishing,1405
53430,5,96,agriculture,agriculture_forestry_and_fishing,13973
53570,5,627,agriculture,agriculture_forestry_and_fishing,2154
53640,5,268,agriculture,agriculture_forestry_and_fishing,602
53710,5,152,agriculture,agriculture_forestry_and_fishing,446
53780,5,353,agriculture,agriculture_forestry_and_fishing,52930
53800,5,740,agriculture,agriculture_forestry_and_fishing,16701
53920,5,60,agriculture,agriculture_forestry_and_fishing,705
53990,5,590,agriculture,agriculture_forestry_and_fishing,11684
54060,5,180,agriculture,agriculture_forestry_and_fishing,1389
54130,5,297,agriculture,agriculture_forestry_and_fishing,569
54170,5,373,agriculture,agriculture_forestry_and_fishing,78978
54200,5,287,agriculture,agriculture_forestry_and_fishing,27255
54280,5,53,agriculture,agriculture_forestry_and_fishing,14898
54310,5,19,agriculture,agriculture_forestry_and_fishing,10701
54340,5,264,agriculture,agriculture_forestry_and_fishing,1759
54410,5,113,agriculture,agriculture_forestry_and_fishing,487
54480,5,187,agriculture,agriculture_forestry_and_fishing,298
54550,5,436,agriculture,agriculture_forestry_and_fishing,964
54620,5,190,agriculture,agriculture_forestry_and_fishing,488
54690,5,82,agriculture,agriculture_forestry_and_fishing,192
54760,5,227,agriculture,agriculture_forestry_and_fishing,413
54830,5,168,agriculture,agriculture_forestry_and_fishing,16802
54900,5,349,agriculture,agriculture_forestry_and_fishing,708
54970,5,0,agriculture,agriculture_forestry_and_fishing,598
55040,5,3,agriculture,agriculture_forestry_and_fishing,669
55110,5,242,agriculture,agriculture_forestry_and_fishing,31036
55180,5,875,agriculture,agriculture_forestry_and_fishing,4184
55250,5,36,agriculture,agriculture_forestry_and_fishing,463
55320,5,239,agriculture,agriculture_forestry_and_fishing,46665
55390,5,12,agriculture,agriculture_forestry_and_fishing,220
55460,5,211,agriculture,agriculture_forestry_and_fishing,1498
55530,5,100,agriculture,agriculture_forestry_and_fishing,232
55600,5,325,agriculture,agriculture_forestry_and_fishing,1137
55670,5,96,agriculture,agriculture_forestry_and_fishing,304
55740,5,41,agriculture,agriculture_forestry_and_fishing,4059
55810,5,3,agriculture,agriculture_forestry_and_fishing,150
55880,5,154,agriculture,agriculture_forestry_and_fishing,273
55950,5,121,agriculture,agriculture_forestry_and_fishing,276
56090,5,161,agriculture,agriculture_forestry_and_fishing,17390
56160,5,14,agriculture,agriculture_forestry_and_fishing,52
56230,5,270,agriculture,agriculture_forestry_and_fishing,6418
56300,5,103,agriculture,agriculture_forestry_and_fishing,544
56370,5,196,agriculture,agriculture_forestry_and_fishing,409
56460,5,252,agriculture,agriculture_forestry_and_fishing,2093
56580,5,73,agriculture,agriculture_forestry_and_fishing,9772
56620,5,10,agriculture,agriculture_forestry_and_fishing,284
56730,5,242,agriculture,agriculture_forestry_and_fishing,4337
56790,5,324,agriculture,agriculture_forestry_and_fishing,1370
56860,5,35,agriculture,agriculture_forestry_and_fishing,110
56930,5,8,agriculture,agriculture_forestry_and_fishing,697
57000,5,109,agriculture,agriculture_forestry_and_fishing,385
57080,5,57,agriculture,agriculture_forestry_and_fishing,11512
57140,5,148,agriculture,agriculture_forestry_and_fishing,417
57210,5,517,agriculture,agriculture_forestry_and_fishing,2120
57280,5,29,agriculture,agriculture_forestry_and_fishing,7051
57350,5,147,agriculture,agriculture_forestry_and_fishing,369
57420,5,214,agriculture,agriculture_forestry_and_fishing,775
57490,5,385,agriculture,agriculture_forestry_and_fishing,54837
57630,5,8,agriculture,agriculture_forestry_and_fishing,40
57700,5,347,agriculture,agriculture_forestry_and_fishing,12871
57770,5,32,agriculture,agriculture_forestry_and_fishing,419
57840,5,144,agriculture,agriculture_forestry_and_fishing,20757
57910,5,475,agriculture,agriculture_forestry_and_fishing,103428
57980,5,41,agriculture,agriculture_forestry_and_fishing,9207
58050,5,670,agriculture,agriculture_forestry_and_fishing,63340
58190,5,74,agriculture,agriculture_forestry_and_fishing,169
58260,5,101,agriculture,agriculture_forestry_and_fishing,264
58330,5,136,agriculture,agriculture_forestry_and_fishing,1846
58400,5,52,agriculture,agriculture_forestry_and_fishing,135
58470,5,27,agriculture,agriculture_forestry_and_fishing,72
58510,5,86,agriculture,agriculture_forestry_and_fishing,17489
58540,5,221,agriculture,agriculture_forestry_and_fishing,453
58570,5,79,agriculture,agriculture_forestry_and_fishing,18784
58610,5,189,agriculture,agriculture_forestry_and_fishing,745
58680,5,88,agriculture,agriculture_forestry_and_fishing,209
58760,5,1093,agriculture,agriculture_forestry_and_fishing,89092
58820,5,119,agriculture,agriculture_forestry_and_fishing,1626
58890,5,225,agriculture,agriculture_forestry_and_fishing,411
59030,5,46,agriculture,agriculture_forestry_and_fishing,169
59100,5,173,agriculture,agriculture_forestry_and_fishing,353
59170,5,231,agriculture,agriculture_forestry_and_fishing,519
59250,5,13,agriculture,agriculture_forestry_and_fishing,371
59310,5,200,agriculture,agriculture_forestry_and_fishing,672
59320,5,104,agriculture,agriculture_forestry_and_fishing,207
59330,5,67,agriculture,agriculture_forestry_and_fishing,191
59340,5,293,agriculture,agriculture_forestry_and_fishing,3231
59350,5,22,agriculture,agriculture_forestry_and_fishing,194
59360,5,128,agriculture,agriculture_forestry_and_fishing,605
59370,5,209,agriculture,agriculture_forestry_and_fishing,1401
59499,5,129,agriculture,agriculture_forestry_and_fishing,1773
59799,5,21,agriculture,agriculture_forestry_and_fishing,334
60210,6,219,agriculture,agriculture_forestry_and_fishing,1933
60410,6,122,agriculture,agriculture_forestry_and_fishing,6636
60610,6,281,agriculture,agriculture_forestry_and_fishing,7664
60810,6,613,agriculture,agriculture_forestry_and_fishing,8839
61010,6,275,agriculture,agriculture_forestry_and_fishing,823
61210,6,862,agriculture,agriculture_forestry_and_fishing,3595
61410,6,414,agriculture,agriculture_forestry_and_fishing,24581
61510,6,229,agriculture,agriculture_forestry_and_fishing,3864
61610,6,467,agriculture,agriculture_forestry_and_fishing,9650
61810,6,651,agriculture,agriculture_forestry_and_fishing,2561
62010,6,106,agriculture,agriculture_forestry_and_fishing,433
62210,6,107,agriculture,agriculture_forestry_and_fishing,2185
62410,6,216,agriculture,agriculture_forestry_and_fishing,1648
62610,6,196,agriculture,agriculture_forestry_and_fishing,19256
62810,6,328,agriculture,agriculture_forestry_and_fishing,24259
63010,6,923,agriculture,agriculture_forestry_and_fishing,6381
63210,6,282,agriculture,agriculture_forestry_and_fishing,2445
63410,6,221,agriculture,agriculture_forestry_and_fishing,797
63610,6,501,agriculture,agriculture_forestry_and_fishing,16335
63810,6,421,agriculture,agriculture_forestry_and_fishing,4487
64010,6,608,agriculture,agriculture_forestry_and_fishing,27538
64210,6,883,agriculture,agriculture_forestry_and_fishing,8464
64610,6,746,agriculture,agriculture_forestry_and_fishing,5496
64810,6,255,agriculture,agriculture_forestry_and_fishing,6323
65010,6,397,agriculture,agriculture_forestry_and_fishing,2599
65210,6,116,agriculture,agriculture_forestry_and_fishing,797
65410,6,474,agriculture,agriculture_forestry_and_fishing,5342
65610,6,99,agriculture,agriculture_forestry_and_fishing,1515
65810,6,351,agriculture,agriculture_forestry_and_fishing,9856
69499,6,13,agriculture,agriculture_forestry_and_fishing,247
69799,6,6,agriculture,agriculture_forestry_and_fishing,47
70200,7,70,agriculture,agriculture_forestry_and_fishing,12608
70420,7,237,agriculture,agriculture_forestry_and_fishing,1897
70540,7,0,agriculture,agriculture_forestry_and_fishing,12
70620,7,91,agriculture,agriculture_forestry_and_fishing,792
70700,7,30,agriculture,agriculture_forestry_and_fishing,455
71000,7,221,agriculture,agriculture_forestry_and_fishing,42081
71300,7,19,agriculture,agriculture_forestry_and_fishing,1480
72200,7,198,agriculture,agriculture_forestry_and_fishing,4120
72300,7,406,agriculture,agriculture_forestry_and_fishing,11746
72330,7,69,agriculture,agriculture_forestry_and_fishing,1144
72800,7,140,agriculture,agriculture_forestry_and_fishing,17296
73600,7,162,agriculture,agriculture_forestry_and_fishing,1437
74050,7,10,agriculture,agriculture_forestry_and_fishing,524
74550,7,184,agriculture,agriculture_forestry_and_fishing,743
74560,7,3,agriculture,agriculture_forestry_and_fishing,228
74660,7,32,agriculture,agriculture_forestry_and_fishing,1451
74680,7,14,agriculture,agriculture_forestry_and_fishing,452
79399,7,139,agriculture,agriculture_forestry_and_fishing,3636
79499,7,51,agriculture,agriculture_forestry_and_fishing,574
79799,7,8,agriculture,agriculture_forestry_and_fishing,28
89399,8,590,agriculture,agriculture_forestry_and_fishing,205419
89499,8,0,agriculture,agriculture_forestry_and_fishing,202
89799,8,0,agriculture,agriculture_forestry_and_fishing,0
99399,9,34,agriculture,agriculture_forestry_and_fishing,2151
99499,9,0,agriculture,agriculture_forestry_and_fishing,11
99799,9,0,agriculture,agriculture_forestry_and_fishing,6
10050,1,219,arts and recreation,arts_and_recreation_services,22907
10130,1,91,arts and recreation,arts_and_recreation_services,12327
10250,1,227,arts and recreation,arts_and_recreation_services,17463
10300,1,8,arts and recreation,arts_and_recreation_services,982
10470,1,241,arts and recreation,arts_and_recreation_services,18165
10550,1,216,arts and recreation,arts_and_recreation_services,13153
10600,1,71,arts and recreation,arts_and_recreation_services,4890
10650,1,35,arts and recreation,arts_and_recreation_services,3282
10750,1,1587,arts and recreation,arts_and_recreation_services,151468
10800,1,4,arts and recreation,arts_and_recreation_services,2541
10850,1,23,arts and recreation,arts_and_recreation_services,3222
10900,1,841,arts and recreation,arts_and_recreation_services,35860
10950,1,6,arts and recreation,arts_and_recreation_services,1173
11100,1,443,arts and recreation,arts_and_recreation_services,22963
11150,1,17,arts and recreation,arts_and_recreation_services,1000
11200,1,6,arts and recreation,arts_and_recreation_services,498
11250,1,61,arts and recreation,arts_and_recreation_services,6902
11300,1,235,arts and recreation,arts_and_recreation_services,17174
11350,1,346,arts and recreation,arts_and_recreation_services,13557
11400,1,33,arts and recreation,arts_and_recreation_services,6032
11450,1,542,arts and recreation,arts_and_recreation_services,40014
11500,1,771,arts and recreation,arts_and_recreation_services,68841
11520,1,790,arts and recreation,arts_and_recreation_services,44699
11570,1,1906,arts and recreation,arts_and_recreation_services,138192
11600,1,8,arts and recreation,arts_and_recreation_services,1384
11650,1,2126,arts and recreation,arts_and_recreation_services,139593
11700,1,4,arts and recreation,arts_and_recreation_services,564
11720,1,251,arts and recreation,arts_and_recreation_services,21626
11730,1,226,arts and recreation,arts_and_recreation_services,17565
11750,1,13,arts and recreation,arts_and_recreation_services,2014
11800,1,426,arts and recreation,arts_and_recreation_services,29620
12000,1,8,arts and recreation,arts_and_recreation_services,1728
12150,1,4,arts and recreation,arts_and_recreation_services,1419
12350,1,49,arts and recreation,arts_and_recreation_services,4811
12380,1,896,arts and recreation,arts_and_recreation_services,86838
12700,1,28,arts and recreation,arts_and_recreation_services,3885
12730,1,22,arts and recreation,arts_and_recreation_services,3812
12750,1,223,arts and recreation,arts_and_recreation_services,12976
12850,1,784,arts and recreation,arts_and_recreation_services,71899
12870,1,56,arts and recreation,arts_and_recreation_services,4970
12900,1,23,arts and recreation,arts_and_recreation_services,3944
12930,1,1012,arts and recreation,arts_and_recreation_services,69537
12950,1,11,arts and recreation,arts_and_recreation_services,1783
13010,1,31,arts and recreation,arts_and_recreation_services,3224
13310,1,159,arts and recreation,arts_and_recreation_services,12722
13340,1,22,arts and recreation,arts_and_recreation_services,4614
13450,1,66,arts and recreation,arts_and_recreation_services,11713
13510,1,40,arts and recreation,arts_and_recreation_services,4382
13550,1,19,arts and recreation,arts_and_recreation_services,5381
13660,1,7,arts and recreation,arts_and_recreation_services,2083
13800,1,568,arts and recreation,arts_and_recreation_services,32329
13850,1,8,arts and recreation,arts_and_recreation_services,1296
13910,1,59,arts and recreation,arts_and_recreation_services,7563
14000,1,1031,arts and recreation,arts_and_recreation_services,70798
14100,1,117,arts and recreation,arts_and_recreation_services,6240
14170,1,2978,arts and recreation,arts_and_recreation_services,99575
14200,1,35,arts and recreation,arts_and_recreation_services,6393
14300,1,19,arts and recreation,arts_and_recreation_services,2318
14350,1,86,arts and recreation,arts_and_recreation_services,9463
14400,1,156,arts and recreation,arts_and_recreation_services,9488
14500,1,837,arts and recreation,arts_and_recreation_services,54920
14550,1,35,arts and recreation,arts_and_recreation_services,3239
14600,1,10,arts and recreation,arts_and_recreation_services,2472
14650,1,990,arts and recreation,arts_and_recreation_services,85264
14700,1,320,arts and recreation,arts_and_recreation_services,19292
14750,1,15,arts and recreation,arts_and_recreation_services,4705
14850,1,207,arts and recreation,arts_and_recreation_services,18168
14870,1,88,arts and recreation,arts_and_recreation_services,7798
14900,1,1007,arts and recreation,arts_and_recreation_services,83905
14920,1,23,arts and recreation,arts_and_recreation_services,3013
14950,1,7,arts and recreation,arts_and_recreation_services,1294
15050,1,323,arts and recreation,arts_and_recreation_services,34692
15240,1,372,arts and recreation,arts_and_recreation_services,30032
15270,1,110,arts and recreation,arts_and_recreation_services,9689
15300,1,37,arts and recreation,arts_and_recreation_services,5521
15350,1,308,arts and recreation,arts_and_recreation_services,13999
15520,1,74,arts and recreation,arts_and_recreation_services,4994
15560,1,14,arts and recreation,arts_and_recreation_services,1716
15650,1,55,arts and recreation,arts_and_recreation_services,6732
15700,1,63,arts and recreation,arts_and_recreation_services,6229
15750,1,31,arts and recreation,arts_and_recreation_services,5657
15800,1,14,arts and recreation,arts_and_recreation_services,2325
15850,1,19,arts and recreation,arts_and_recreation_services,2592
15900,1,1044,arts and recreation,arts_and_recreation_services,73034
15950,1,793,arts and recreation,arts_and_recreation_services,40445
15990,1,2590,arts and recreation,arts_and_recreation_services,129685
16100,1,35,arts and recreation,arts_and_recreation_services,2241
16150,1,154,arts and recreation,arts_and_recreation_services,17805
16200,1,36,arts and recreation,arts_and_recreation_services,5840
16260,1,1443,arts and recreation,arts_and_recreation_services,106593
16350,1,1281,arts and recreation,arts_and_recreation_services,94859
16380,1,365,arts and recreation,arts_and_recreation_services,29655
16400,1,312,arts and recreation,arts_and_recreation_services,27602
16490,1,422,arts and recreation,arts_and_recreation_services,29389
16550,1,1808,arts and recreation,arts_and_recreation_services,68276
16610,1,95,arts and recreation,arts_and_recreation_services,8265
16650,1,756,arts and recreation,arts_and_recreation_services,52827
16700,1,818,arts and recreation,arts_and_recreation_services,57245
16900,1,326,arts and recreation,arts_and_recreation_services,29606
16950,1,509,arts and recreation,arts_and_recreation_services,36330
17000,1,81,arts and recreation,arts_and_recreation_services,10822
17040,1,503,arts and recreation,arts_and_recreation_services,9860
17080,1,61,arts and recreation,arts_and_recreation_services,5991
17100,1,214,arts and recreation,arts_and_recreation_services,19618
17150,1,2033,arts and recreation,arts_and_recreation_services,112765
17200,1,3402,arts and recreation,arts_and_recreation_services,117252
17310,1,258,arts and recreation,arts_and_recreation_services,25997
17350,1,17,arts and recreation,arts_and_recreation_services,2514
17400,1,23,arts and recreation,arts_and_recreation_services,2361
17420,1,1116,arts and recreation,arts_and_recreation_services,80179
17550,1,618,arts and recreation,arts_and_recreation_services,35731
17620,1,107,arts and recreation,arts_and_recreation_services,6298
17640,1,33,arts and recreation,arts_and_recreation_services,3528
17650,1,24,arts and recreation,arts_and_recreation_services,2633
17750,1,278,arts and recreation,arts_and_recreation_services,29834
17850,1,12,arts and recreation,arts_and_recreation_services,1414
17900,1,24,arts and recreation,arts_and_recreation_services,2060
17950,1,3,arts and recreation,arts_and_recreation_services,1149
18020,1,21,arts and recreation,arts_and_recreation_services,3335
18050,1,991,arts and recreation,arts_and_recreation_services,36426
18100,1,7,arts and recreation,arts_and_recreation_services,1437
18200,1,29,arts and recreation,arts_and_recreation_services,2786
18230,1,346,arts and recreation,arts_and_recreation_services,22142
18250,1,562,arts and recreation,arts_and_recreation_services,36309
18350,1,314,arts and recreation,arts_and_recreation_services,20644
18400,1,319,arts and recreation,arts_and_recreation_services,24054
18450,1,1340,arts and recreation,arts_and_recreation_services,88251
18500,1,737,arts and recreation,arts_and_recreation_services,28005
18710,1,119,arts and recreation,arts_and_recreation_services,8076
19399,1,10,arts and recreation,arts_and_recreation_services,599
19499,1,107,arts and recreation,arts_and_recreation_services,3331
19799,1,3,arts and recreation,arts_and_recreation_services,130
20110,2,113,arts and recreation,arts_and_recreation_services,5488
20260,2,57,arts and recreation,arts_and_recreation_services,4708
20570,2,906,arts and recreation,arts_and_recreation_services,44716
20660,2,1277,arts and recreation,arts_and_recreation_services,58915
20740,2,460,arts and recreation,arts_and_recreation_services,12537
20830,2,264,arts and recreation,arts_and_recreation_services,21255
20910,2,1238,arts and recreation,arts_and_recreation_services,45993
21010,2,97,arts and recreation,arts_and_recreation_services,5659
21110,2,1976,arts and recreation,arts_and_recreation_services,82260
21180,2,1254,arts and recreation,arts_and_recreation_services,80034
21270,2,12,arts and recreation,arts_and_recreation_services,2486
21370,2,192,arts and recreation,arts_and_recreation_services,15950
21450,2,708,arts and recreation,arts_and_recreation_services,44955
21610,2,1953,arts and recreation,arts_and_recreation_services,137913
21670,2,75,arts and recreation,arts_and_recreation_services,4352
21750,2,98,arts and recreation,arts_and_recreation_services,9545
21830,2,63,arts and recreation,arts_and_recreation_services,7164
21890,2,1899,arts and recreation,arts_and_recreation_services,70311
22110,2,223,arts and recreation,arts_and_recreation_services,17003
22170,2,1059,arts and recreation,arts_and_recreation_services,63406
22250,2,39,arts and recreation,arts_and_recreation_services,4404
22310,2,1614,arts and recreation,arts_and_recreation_services,69634
22410,2,85,arts and recreation,arts_and_recreation_services,8311
22490,2,134,arts and recreation,arts_and_recreation_services,10196
22620,2,694,arts and recreation,arts_and_recreation_services,48675
22670,2,636,arts and recreation,arts_and_recreation_services,60306
22750,2,1780,arts and recreation,arts_and_recreation_services,103580
22830,2,252,arts and recreation,arts_and_recreation_services,26976
22910,2,154,arts and recreation,arts_and_recreation_services,6346
22980,2,14,arts and recreation,arts_and_recreation_services,2298
23110,2,974,arts and recreation,arts_and_recreation_services,41978
23190,2,138,arts and recreation,arts_and_recreation_services,9111
23270,2,1028,arts and recreation,arts_and_recreation_services,81025
23350,2,80,arts and recreation,arts_and_recreation_services,7492
23430,2,1521,arts and recreation,arts_and_recreation_services,74103
23670,2,1217,arts and recreation,arts_and_recreation_services,77348
23810,2,293,arts and recreation,arts_and_recreation_services,29490
23940,2,21,arts and recreation,arts_and_recreation_services,2838
24130,2,474,arts and recreation,arts_and_recreation_services,21741
24210,2,946,arts and recreation,arts_and_recreation_services,52818
24250,2,47,arts and recreation,arts_and_recreation_services,3781
24330,2,1162,arts and recreation,arts_and_recreation_services,41648
24410,2,911,arts and recreation,arts_and_recreation_services,54940
24600,2,2167,arts and recreation,arts_and_recreation_services,65156
24650,2,948,arts and recreation,arts_and_recreation_services,60028
24780,2,228,arts and recreation,arts_and_recreation_services,22501
24850,2,264,arts and recreation,arts_and_recreation_services,18406
24900,2,114,arts and recreation,arts_and_recreation_services,11806
24970,2,1347,arts and recreation,arts_and_recreation_services,80373
25060,2,1544,arts and recreation,arts_and_recreation_services,57761
25150,2,244,arts and recreation,arts_and_recreation_services,14632
25250,2,2326,arts and recreation,arts_and_recreation_services,80352
25340,2,1598,arts and recreation,arts_and_recreation_services,67498
25430,2,166,arts and recreation,arts_and_recreation_services,7558
25490,2,83,arts and recreation,arts_and_recreation_services,7730
25620,2,89,arts and recreation,arts_and_recreation_services,5954
25710,2,754,arts and recreation,arts_and_recreation_services,32575
25810,2,92,arts and recreation,arts_and_recreation_services,4859
25900,2,1993,arts and recreation,arts_and_recreation_services,57705
25990,2,33,arts and recreation,arts_and_recreation_services,2664
26080,2,31,arts and recreation,arts_and_recreation_services,1046
26170,2,207,arts and recreation,arts_and_recreation_services,12184
26260,2,64,arts and recreation,arts_and_recreation_services,7250
26350,2,1625,arts and recreation,arts_and_recreation_services,56530
26430,2,118,arts and recreation,arts_and_recreation_services,4369
26490,2,315,arts and recreation,arts_and_recreation_services,14079
26610,2,94,arts and recreation,arts_and_recreation_services,8568
26670,2,22,arts and recreation,arts_and_recreation_services,2673
26700,2,143,arts and recreation,arts_and_recreation_services,12616
26730,2,252,arts and recreation,arts_and_recreation_services,15601
26810,2,204,arts and recreation,arts_and_recreation_services,17944
26890,2,16,arts and recreation,arts_and_recreation_services,1860
26980,2,1408,arts and recreation,arts_and_recreation_services,74705
27070,2,1034,arts and recreation,arts_and_recreation_services,88550
27170,2,164,arts and recreation,arts_and_recreation_services,18199
27260,2,1754,arts and recreation,arts_and_recreation_services,98411
27350,2,1744,arts and recreation,arts_and_recreation_services,50781
27450,2,1349,arts and recreation,arts_and_recreation_services,74415
27630,2,12,arts and recreation,arts_and_recreation_services,2626
29399,2,21,arts and recreation,arts_and_recreation_services,440
29499,2,65,arts and recreation,arts_and_recreation_services,2033
29799,2,0,arts and recreation,arts_and_recreation_services,23
30250,3,9,arts and recreation,arts_and_recreation_services,231
30300,3,6,arts and recreation,arts_and_recreation_services,2149
30370,3,25,arts and recreation,arts_and_recreation_services,7185
30410,3,16,arts and recreation,arts_and_recreation_services,1447
30450,3,0,arts and recreation,arts_and_recreation_services,167
30760,3,3,arts and recreation,arts_and_recreation_services,932
30900,3,0,arts and recreation,arts_and_recreation_services,218
31000,3,9998,arts and recreation,arts_and_recreation_services,570455
31750,3,3,arts and recreation,arts_and_recreation_services,220
31820,3,283,arts and recreation,arts_and_recreation_services,33970
31900,3,38,arts and recreation,arts_and_recreation_services,7841
31950,3,3,arts and recreation,arts_and_recreation_services,147
32080,3,1440,arts and recreation,arts_and_recreation_services,72405
32250,3,4,arts and recreation,arts_and_recreation_services,813
32260,3,134,arts and recreation,arts_and_recreation_services,12084
32270,3,70,arts and recreation,arts_and_recreation_services,13460
32310,3,40,arts and recreation,arts_and_recreation_services,4579
32330,3,0,arts and recreation,arts_and_recreation_services,127
32450,3,8,arts and recreation,arts_and_recreation_services,1520
32500,3,52,arts and recreation,arts_and_recreation_services,1707
32600,3,0,arts and recreation,arts_and_recreation_services,110
32750,3,3,arts and recreation,arts_and_recreation_services,164
32770,3,0,arts and recreation,arts_and_recreation_services,279
