lga_2016,state,industry_people,industry_type,industry_type_full,lga_total_industry_people
15300,1,28,information technology,information_meda_and_telecommunications,5521
15350,1,558,information technology,information_meda_and_telecommunications,13999
15520,1,24,information technology,information_meda_and_telecommunications,4994
15560,1,0,information technology,information_meda_and_telecommunications,1716
15650,1,47,information technology,information_meda_and_telecommunications,6732
15700,1,50,information technology,information_meda_and_telecommunications,6229
15750,1,35,information technology,information_meda_and_telecommunications,5657
15800,1,4,information technology,information_meda_and_telecommunications,2325
15850,1,10,information technology,information_meda_and_telecommunications,2592
15900,1,864,information technology,information_meda_and_telecommunications,73034
15950,1,2232,information technology,information_meda_and_telecommunications,40445
15990,1,4653,information technology,information_meda_and_telecommunications,129685
16100,1,10,information technology,information_meda_and_telecommunications,2241
16150,1,165,information technology,information_meda_and_telecommunications,17805
16200,1,30,information technology,information_meda_and_telecommunications,5840
16260,1,3176,information technology,information_meda_and_telecommunications,106593
16350,1,1217,information technology,information_meda_and_telecommunications,94859
16380,1,224,information technology,information_meda_and_telecommunications,29655
16400,1,192,information technology,information_meda_and_telecommunications,27602
16490,1,416,information technology,information_meda_and_telecommunications,29389
16550,1,2412,information technology,information_meda_and_telecommunications,68276
16610,1,43,information technology,information_meda_and_telecommunications,8265
16650,1,1170,information technology,information_meda_and_telecommunications,52827
16700,1,2366,information technology,information_meda_and_telecommunications,57245
16900,1,245,information technology,information_meda_and_telecommunications,29606
16950,1,277,information technology,information_meda_and_telecommunications,36330
17000,1,47,information technology,information_meda_and_telecommunications,10822
17040,1,87,information technology,information_meda_and_telecommunications,9860
17080,1,24,information technology,information_meda_and_telecommunications,5991
17100,1,460,information technology,information_meda_and_telecommunications,19618
17150,1,2044,information technology,information_meda_and_telecommunications,112765
17200,1,5826,information technology,information_meda_and_telecommunications,117252
17310,1,262,information technology,information_meda_and_telecommunications,25997
17350,1,10,information technology,information_meda_and_telecommunications,2514
17400,1,13,information technology,information_meda_and_telecommunications,2361
17420,1,2068,information technology,information_meda_and_telecommunications,80179
17550,1,357,information technology,information_meda_and_telecommunications,35731
17620,1,30,information technology,information_meda_and_telecommunications,6298
17640,1,29,information technology,information_meda_and_telecommunications,3528
17650,1,18,information technology,information_meda_and_telecommunications,2633
17750,1,284,information technology,information_meda_and_telecommunications,29834
17850,1,4,information technology,information_meda_and_telecommunications,1414
17900,1,6,information technology,information_meda_and_telecommunications,2060
17950,1,5,information technology,information_meda_and_telecommunications,1149
18020,1,18,information technology,information_meda_and_telecommunications,3335
18050,1,1935,information technology,information_meda_and_telecommunications,36426
18100,1,11,information technology,information_meda_and_telecommunications,1437
18200,1,21,information technology,information_meda_and_telecommunications,2786
18230,1,202,information technology,information_meda_and_telecommunications,22142
18250,1,1748,information technology,information_meda_and_telecommunications,36309
18350,1,232,information technology,information_meda_and_telecommunications,20644
18400,1,180,information technology,information_meda_and_telecommunications,24054
18450,1,1075,information technology,information_meda_and_telecommunications,88251
18500,1,1281,information technology,information_meda_and_telecommunications,28005
18710,1,107,information technology,information_meda_and_telecommunications,8076
19399,1,0,information technology,information_meda_and_telecommunications,599
19499,1,62,information technology,information_meda_and_telecommunications,3331
19799,1,0,information technology,information_meda_and_telecommunications,130
20110,2,28,information technology,information_meda_and_telecommunications,5488
20260,2,36,information technology,information_meda_and_telecommunications,4708
20570,2,917,information technology,information_meda_and_telecommunications,44716
20660,2,1327,information technology,information_meda_and_telecommunications,58915
20740,2,108,information technology,information_meda_and_telecommunications,12537
20830,2,232,information technology,information_meda_and_telecommunications,21255
20910,2,1288,information technology,information_meda_and_telecommunications,45993
21010,2,37,information technology,information_meda_and_telecommunications,5659
21110,2,2393,information technology,information_meda_and_telecommunications,82260
21180,2,1186,information technology,information_meda_and_telecommunications,80034
21270,2,14,information technology,information_meda_and_telecommunications,2486
21370,2,94,information technology,information_meda_and_telecommunications,15950
21450,2,555,information technology,information_meda_and_telecommunications,44955
21610,2,2038,information technology,information_meda_and_telecommunications,137913
21670,2,39,information technology,information_meda_and_telecommunications,4352
21750,2,102,information technology,information_meda_and_telecommunications,9545
21830,2,34,information technology,information_meda_and_telecommunications,7164
21890,2,1967,information technology,information_meda_and_telecommunications,70311
22110,2,122,information technology,information_meda_and_telecommunications,17003
22170,2,875,information technology,information_meda_and_telecommunications,63406
22250,2,19,information technology,information_meda_and_telecommunications,4404
22310,2,1981,information technology,information_meda_and_telecommunications,69634
22410,2,43,information technology,information_meda_and_telecommunications,8311
22490,2,132,information technology,information_meda_and_telecommunications,10196
22620,2,566,information technology,information_meda_and_telecommunications,48675
22670,2,788,information technology,information_meda_and_telecommunications,60306
22750,2,1205,information technology,information_meda_and_telecommunications,103580
22830,2,271,information technology,information_meda_and_telecommunications,26976
22910,2,87,information technology,information_meda_and_telecommunications,6346
22980,2,9,information technology,information_meda_and_telecommunications,2298
23110,2,998,information technology,information_meda_and_telecommunications,41978
23190,2,99,information technology,information_meda_and_telecommunications,9111
23270,2,1058,information technology,information_meda_and_telecommunications,81025
23350,2,40,information technology,information_meda_and_telecommunications,7492
23430,2,1479,information technology,information_meda_and_telecommunications,74103
23670,2,1506,information technology,information_meda_and_telecommunications,77348
23810,2,294,information technology,information_meda_and_telecommunications,29490
23940,2,11,information technology,information_meda_and_telecommunications,2838
24130,2,327,information technology,information_meda_and_telecommunications,21741
24210,2,1165,information technology,information_meda_and_telecommunications,52818
24250,2,33,information technology,information_meda_and_telecommunications,3781
24330,2,1241,information technology,information_meda_and_telecommunications,41648
24410,2,1183,information technology,information_meda_and_telecommunications,54940
24600,2,2145,information technology,information_meda_and_telecommunications,65156
24650,2,930,information technology,information_meda_and_telecommunications,60028
24780,2,199,information technology,information_meda_and_telecommunications,22501
24850,2,168,information technology,information_meda_and_telecommunications,18406
24900,2,52,information technology,information_meda_and_telecommunications,11806
24970,2,2000,information technology,information_meda_and_telecommunications,80373
25060,2,1323,information technology,information_meda_and_telecommunications,57761
25150,2,174,information technology,information_meda_and_telecommunications,14632
25250,2,2317,information technology,information_meda_and_telecommunications,80352
25340,2,643,information technology,information_meda_and_telecommunications,67498
25430,2,122,information technology,information_meda_and_telecommunications,7558
25490,2,33,information technology,information_meda_and_telecommunications,7730
25620,2,41,information technology,information_meda_and_telecommunications,5954
25710,2,632,information technology,information_meda_and_telecommunications,32575
25810,2,12,information technology,information_meda_and_telecommunications,4859
25900,2,2245,information technology,information_meda_and_telecommunications,57705
25990,2,25,information technology,information_meda_and_telecommunications,2664
26080,2,18,information technology,information_meda_and_telecommunications,1046
26170,2,91,information technology,information_meda_and_telecommunications,12184
26260,2,69,information technology,information_meda_and_telecommunications,7250
26350,2,1765,information technology,information_meda_and_telecommunications,56530
26430,2,35,information technology,information_meda_and_telecommunications,4369
26490,2,163,information technology,information_meda_and_telecommunications,14079
26610,2,51,information technology,information_meda_and_telecommunications,8568
26670,2,14,information technology,information_meda_and_telecommunications,2673
26700,2,119,information technology,information_meda_and_telecommunications,12616
26730,2,146,information technology,information_meda_and_telecommunications,15601
26810,2,97,information technology,information_meda_and_telecommunications,17944
26890,2,7,information technology,information_meda_and_telecommunications,1860
26980,2,1929,information technology,information_meda_and_telecommunications,74705
27070,2,1371,information technology,information_meda_and_telecommunications,88550
27170,2,150,information technology,information_meda_and_telecommunications,18199
27260,2,2078,information technology,information_meda_and_telecommunications,98411
27350,2,2040,information technology,information_meda_and_telecommunications,50781
27450,2,1068,information technology,information_meda_and_telecommunications,74415
27630,2,10,information technology,information_meda_and_telecommunications,2626
29399,2,3,information technology,information_meda_and_telecommunications,440
29499,2,29,information technology,information_meda_and_telecommunications,2033
29799,2,0,information technology,information_meda_and_telecommunications,23
30250,3,0,information technology,information_meda_and_telecommunications,231
30300,3,3,information technology,information_meda_and_telecommunications,2149
30370,3,24,information technology,information_meda_and_telecommunications,7185
30410,3,11,information technology,information_meda_and_telecommunications,1447
30450,3,0,information technology,information_meda_and_telecommunications,167
30760,3,0,information technology,information_meda_and_telecommunications,932
30900,3,0,information technology,information_meda_and_telecommunications,218
31000,3,9474,information technology,information_meda_and_telecommunications,570455
31750,3,0,information technology,information_meda_and_telecommunications,220
31820,3,260,information technology,information_meda_and_telecommunications,33970
31900,3,26,information technology,information_meda_and_telecommunications,7841
31950,3,0,information technology,information_meda_and_telecommunications,147
32080,3,591,information technology,information_meda_and_telecommunications,72405
32250,3,3,information technology,information_meda_and_telecommunications,813
32260,3,54,information technology,information_meda_and_telecommunications,12084
32270,3,53,information technology,information_meda_and_telecommunications,13460
32310,3,22,information technology,information_meda_and_telecommunications,4579
32330,3,0,information technology,information_meda_and_telecommunications,127
32450,3,7,information technology,information_meda_and_telecommunications,1520
32500,3,3,information technology,information_meda_and_telecommunications,1707
32600,3,0,information technology,information_meda_and_telecommunications,110
32750,3,0,information technology,information_meda_and_telecommunications,164
32770,3,0,information technology,information_meda_and_telecommunications,279
32810,3,34,information technology,information_meda_and_telecommunications,5509
33100,3,0,information technology,information_meda_and_telecommunications,360
33200,3,0,information technology,information_meda_and_telecommunications,795
33220,3,314,information technology,information_meda_and_telecommunications,32271
33360,3,110,information technology,information_meda_and_telecommunications,27074
33430,3,4051,information technology,information_meda_and_telecommunications,260548
33610,3,22,information technology,information_meda_and_telecommunications,4855
33620,3,135,information technology,information_meda_and_telecommunications,17499
33800,3,20,information technology,information_meda_and_telecommunications,4562
33830,3,0,information technology,information_meda_and_telecommunications,230
33960,3,884,information technology,information_meda_and_telecommunications,84285
33980,3,19,information technology,information_meda_and_telecommunications,9972
34420,3,0,information technology,information_meda_and_telecommunications,227
34530,3,92,information technology,information_meda_and_telecommunications,15425
34570,3,0,information technology,information_meda_and_telecommunications,189
34580,3,96,information technology,information_meda_and_telecommunications,15762
34590,3,1355,information technology,information_meda_and_telecommunications,131955
34710,3,25,information technology,information_meda_and_telecommunications,1938
34770,3,289,information technology,information_meda_and_telecommunications,52732
34800,3,0,information technology,information_meda_and_telecommunications,490
34830,3,0,information technology,information_meda_and_telecommunications,82
34860,3,32,information technology,information_meda_and_telecommunications,6356
34880,3,46,information technology,information_meda_and_telecommunications,8284
35010,3,2195,information technology,information_meda_and_telecommunications,189495
35250,3,0,information technology,information_meda_and_telecommunications,314
35300,3,56,information technology,information_meda_and_telecommunications,9108
35600,3,12,information technology,information_meda_and_telecommunications,2046
35670,3,0,information technology,information_meda_and_telecommunications,153
35740,3,216,information technology,information_meda_and_telecommunications,22007
35760,3,13,information technology,information_meda_and_telecommunications,4334
35780,3,0,information technology,information_meda_and_telecommunications,804
35790,3,0,information technology,information_meda_and_telecommunications,487
35800,3,3,information technology,information_meda_and_telecommunications,720
36070,3,0,information technology,information_meda_and_telecommunications,212
36150,3,0,information technology,information_meda_and_telecommunications,452
36250,3,909,information technology,information_meda_and_telecommunications,70168
36300,3,0,information technology,information_meda_and_telecommunications,434
36370,3,252,information technology,information_meda_and_telecommunications,34314
36510,3,154,information technology,information_meda_and_telecommunications,16926
36580,3,50,information technology,information_meda_and_telecommunications,9270
36630,3,74,information technology,information_meda_and_telecommunications,11656
36660,3,104,information technology,information_meda_and_telecommunications,14094
36720,3,1399,information technology,information_meda_and_telecommunications,129641
36820,3,67,information technology,information_meda_and_telecommunications,9654
36910,3,494,information technology,information_meda_and_telecommunications,71188
36950,3,9,information technology,information_meda_and_telecommunications,1379
36960,3,4,information technology,information_meda_and_telecommunications,974
37010,3,1049,information technology,information_meda_and_telecommunications,86449
37300,3,3,information technology,information_meda_and_telecommunications,2152
37310,3,57,information technology,information_meda_and_telecommunications,14418
37340,3,85,information technology,information_meda_and_telecommunications,15681
37400,3,0,information technology,information_meda_and_telecommunications,572
37550,3,0,information technology,information_meda_and_telecommunications,193
37570,3,0,information technology,information_meda_and_telecommunications,64
37600,3,0,information technology,information_meda_and_telecommunications,343
39499,3,26,information technology,information_meda_and_telecommunications,3087
39799,3,0,information technology,information_meda_and_telecommunications,60
40070,4,200,information technology,information_meda_and_telecommunications,9275
40120,4,263,information technology,information_meda_and_telecommunications,19510
40220,4,71,information technology,information_meda_and_telecommunications,10077
40250,4,0,information technology,information_meda_and_telecommunications,512
40310,4,75,information technology,information_meda_and_telecommunications,11167
40430,4,3,information technology,information_meda_and_telecommunications,911
40520,4,30,information technology,information_meda_and_telecommunications,4311
40700,4,353,information technology,information_meda_and_telecommunications,20125
40910,4,364,information technology,information_meda_and_telecommunications,22950
41010,4,5,information technology,information_meda_and_telecommunications,1531
41060,4,782,information technology,information_meda_and_telecommunications,51718
41140,4,24,information technology,information_meda_and_telecommunications,4148
41190,4,4,information technology,information_meda_and_telecommunications,846
41330,4,0,information technology,information_meda_and_telecommunications,643
41560,4,54,information technology,information_meda_and_telecommunications,4960
41750,4,0,information technology,information_meda_and_telecommunications,496
41830,4,0,information technology,information_meda_and_telecommunications,688
41960,4,0,information technology,information_meda_and_telecommunications,533
42030,4,101,information technology,information_meda_and_telecommunications,9847
42110,4,6,information technology,information_meda_and_telecommunications,1695
42250,4,21,information technology,information_meda_and_telecommunications,3867
42600,4,267,information technology,information_meda_and_telecommunications,16922
42750,4,6,information technology,information_meda_and_telecommunications,2166
43080,4,0,information technology,information_meda_and_telecommunications,478
43220,4,0,information technology,information_meda_and_telecommunications,526
43360,4,3,information technology,information_meda_and_telecommunications,1050
43650,4,60,information technology,information_meda_and_telecommunications,7309
43710,4,6,information technology,information_meda_and_telecommunications,2536
43790,4,18,information technology,information_meda_and_telecommunications,4989
43920,4,27,information technology,information_meda_and_telecommunications,4106
44000,4,0,information technology,information_meda_and_telecommunications,8
44060,4,669,information technology,information_meda_and_telecommunications,41862
44210,4,13,information technology,information_meda_and_telecommunications,3287
44340,4,561,information technology,information_meda_and_telecommunications,30924
44550,4,196,information technology,information_meda_and_telecommunications,16379
44620,4,120,information technology,information_meda_and_telecommunications,11612
44830,4,3,information technology,information_meda_and_telecommunications,1252
45040,4,80,information technology,information_meda_and_telecommunications,8470
45090,4,17,information technology,information_meda_and_telecommunications,4236
45120,4,3,information technology,information_meda_and_telecommunications,1993
45290,4,349,information technology,information_meda_and_telecommunications,16962
45340,4,980,information technology,information_meda_and_telecommunications,74900
45400,4,0,information technology,information_meda_and_telecommunications,398
45540,4,6,information technology,information_meda_and_telecommunications,493
45680,4,303,information technology,information_meda_and_telecommunications,32648
45890,4,750,information technology,information_meda_and_telecommunications,52263
46090,4,47,information technology,information_meda_and_telecommunications,5306
46300,4,44,information technology,information_meda_and_telecommunications,6127
46450,4,45,information technology,information_meda_and_telecommunications,6507
46510,4,210,information technology,information_meda_and_telecommunications,10598
46670,4,40,information technology,information_meda_and_telecommunications,4068
46860,4,3,information technology,information_meda_and_telecommunications,677
46970,4,12,information technology,information_meda_and_telecommunications,2199
47140,4,653,information technology,information_meda_and_telecommunications,57408
47290,4,3,information technology,information_meda_and_telecommunications,978
47490,4,4,information technology,information_meda_and_telecommunications,988
47630,4,9,information technology,information_meda_and_telecommunications,3426
47700,4,666,information technology,information_meda_and_telecommunications,47302
47800,4,12,information technology,information_meda_and_telecommunications,2292
47910,4,0,information technology,information_meda_and_telecommunications,1087
47980,4,372,information technology,information_meda_and_telecommunications,18491
48050,4,39,information technology,information_meda_and_telecommunications,4649
48130,4,11,information technology,information_meda_and_telecommunications,2783
48260,4,56,information technology,information_meda_and_telecommunications,3402
48340,4,21,information technology,information_meda_and_telecommunications,5033
48410,4,528,information technology,information_meda_and_telecommunications,27750
48540,4,33,information technology,information_meda_and_telecommunications,8299
48640,4,3,information technology,information_meda_and_telecommunications,647
48750,4,13,information technology,information_meda_and_telecommunications,1983
48830,4,9,information technology,information_meda_and_telecommunications,4061
49399,4,0,information technology,information_meda_and_telecommunications,1675
49499,4,3,information technology,information_meda_and_telecommunications,734
49799,4,0,information technology,information_meda_and_telecommunications,3
50080,5,132,information technology,information_meda_and_telecommunications,15988
50210,5,334,information technology,information_meda_and_telecommunications,36286
50250,5,10,information technology,information_meda_and_telecommunications,8305
50280,5,24,information technology,information_meda_and_telecommunications,6892
50350,5,101,information technology,information_meda_and_telecommunications,7242
50420,5,453,information technology,information_meda_and_telecommunications,32423
50490,5,228,information technology,information_meda_and_telecommunications,18599
50560,5,4,information technology,information_meda_and_telecommunications,671
50630,5,0,information technology,information_meda_and_telecommunications,856
50770,5,0,information technology,information_meda_and_telecommunications,752
50840,5,6,information technology,information_meda_and_telecommunications,1942
50910,5,0,information technology,information_meda_and_telecommunications,394
50980,5,80,information technology,information_meda_and_telecommunications,7379
51080,5,0,information technology,information_meda_and_telecommunications,465
51120,5,0,information technology,information_meda_and_telecommunications,413
51190,5,150,information technology,information_meda_and_telecommunications,13729
51260,5,110,information technology,information_meda_and_telecommunications,16075
51310,5,181,information technology,information_meda_and_telecommunications,12935
51330,5,456,information technology,information_meda_and_telecommunications,42134
51400,5,63,information technology,information_meda_and_telecommunications,8019
51470,5,0,information technology,information_meda_and_telecommunications,252
51540,5,4,information technology,information_meda_and_telecommunications,2344
51610,5,3,information technology,information_meda_and_telecommunications,652
51680,5,15,information technology,information_meda_and_telecommunications,2526
51750,5,54,information technology,information_meda_and_telecommunications,4419
51820,5,403,information technology,information_meda_and_telecommunications,51765
51890,5,9,information technology,information_meda_and_telecommunications,3285
51960,5,3,information technology,information_meda_and_telecommunications,1476
52030,5,3,information technology,information_meda_and_telecommunications,429
52100,5,3,information technology,information_meda_and_telecommunications,525
52170,5,39,information technology,information_meda_and_telecommunications,3694
52240,5,0,information technology,information_meda_and_telecommunications,524
52310,5,0,information technology,information_meda_and_telecommunications,371
52380,5,0,information technology,information_meda_and_telecommunications,66
52450,5,0,information technology,information_meda_and_telecommunications,619
52520,5,0,information technology,information_meda_and_telecommunications,726
52590,5,0,information technology,information_meda_and_telecommunications,1453
52660,5,56,information technology,information_meda_and_telecommunications,6425
52730,5,10,information technology,information_meda_and_telecommunications,2364
52800,5,10,information technology,information_meda_and_telecommunications,2324
52870,5,9,information technology,information_meda_and_telecommunications,2509
52940,5,0,information technology,information_meda_and_telecommunications,307
53010,5,0,information technology,information_meda_and_telecommunications,324
53080,5,0,information technology,information_meda_and_telecommunications,305
53150,5,59,information technology,information_meda_and_telecommunications,3720
53220,5,10,information technology,information_meda_and_telecommunications,5853
53290,5,34,information technology,information_meda_and_telecommunications,6377
53360,5,9,information technology,information_meda_and_telecommunications,1405
53430,5,205,information technology,information_meda_and_telecommunications,13973
53570,5,3,information technology,information_meda_and_telecommunications,2154
53640,5,0,information technology,information_meda_and_telecommunications,602
53710,5,4,information technology,information_meda_and_telecommunications,446
53780,5,489,information technology,information_meda_and_telecommunications,52930
53800,5,122,information technology,information_meda_and_telecommunications,16701
53920,5,0,information technology,information_meda_and_telecommunications,705
53990,5,50,information technology,information_meda_and_telecommunications,11684
54060,5,3,information technology,information_meda_and_telecommunications,1389
54130,5,0,information technology,information_meda_and_telecommunications,569
54170,5,1027,information technology,information_meda_and_telecommunications,78978
54200,5,221,information technology,information_meda_and_telecommunications,27255
54280,5,99,information technology,information_meda_and_telecommunications,14898
54310,5,47,information technology,information_meda_and_telecommunications,10701
54340,5,7,information technology,information_meda_and_telecommunications,1759
54410,5,0,information technology,information_meda_and_telecommunications,487
54480,5,0,information technology,information_meda_and_telecommunications,298
54550,5,0,information technology,information_meda_and_telecommunications,964
54620,5,0,information technology,information_meda_and_telecommunications,488
54690,5,0,information technology,information_meda_and_telecommunications,192
54760,5,0,information technology,information_meda_and_telecommunications,413
54830,5,152,information technology,information_meda_and_telecommunications,16802
54900,5,0,information technology,information_meda_and_telecommunications,708
54970,5,0,information technology,information_meda_and_telecommunications,598
55040,5,3,information technology,information_meda_and_telecommunications,669
55110,5,263,information technology,information_meda_and_telecommunications,31036
55180,5,16,information technology,information_meda_and_telecommunications,4184
55250,5,0,information technology,information_meda_and_telecommunications,463
55320,5,514,information technology,information_meda_and_telecommunications,46665
55390,5,0,information technology,information_meda_and_telecommunications,220
55460,5,12,information technology,information_meda_and_telecommunications,1498
55530,5,0,information technology,information_meda_and_telecommunications,232
55600,5,0,information technology,information_meda_and_telecommunications,1137
55670,5,0,information technology,information_meda_and_telecommunications,304
55740,5,49,information technology,information_meda_and_telecommunications,4059
55810,5,0,information technology,information_meda_and_telecommunications,150
55880,5,4,information technology,information_meda_and_telecommunications,273
55950,5,0,information technology,information_meda_and_telecommunications,276
56090,5,175,information technology,information_meda_and_telecommunications,17390
56160,5,0,information technology,information_meda_and_telecommunications,52
56230,5,31,information technology,information_meda_and_telecommunications,6418
56300,5,4,information technology,information_meda_and_telecommunications,544
56370,5,0,information technology,information_meda_and_telecommunications,409
56460,5,6,information technology,information_meda_and_telecommunications,2093
56580,5,95,information technology,information_meda_and_telecommunications,9772
56620,5,20,information technology,information_meda_and_telecommunications,284
56730,5,23,information technology,information_meda_and_telecommunications,4337
56790,5,0,information technology,information_meda_and_telecommunications,1370
56860,5,0,information technology,information_meda_and_telecommunications,110
56930,5,6,information technology,information_meda_and_telecommunications,697
57000,5,0,information technology,information_meda_and_telecommunications,385
57080,5,135,information technology,information_meda_and_telecommunications,11512
57140,5,0,information technology,information_meda_and_telecommunications,417
57210,5,7,information technology,information_meda_and_telecommunications,2120
57280,5,26,information technology,information_meda_and_telecommunications,7051
57350,5,0,information technology,information_meda_and_telecommunications,369
57420,5,4,information technology,information_meda_and_telecommunications,775
57490,5,455,information technology,information_meda_and_telecommunications,54837
57630,5,0,information technology,information_meda_and_telecommunications,40
57700,5,80,information technology,information_meda_and_telecommunications,12871
57770,5,3,information technology,information_meda_and_telecommunications,419
57840,5,242,information technology,information_meda_and_telecommunications,20757
57910,5,1510,information technology,information_meda_and_telecommunications,103428
57980,5,138,information technology,information_meda_and_telecommunications,9207
58050,5,599,information technology,information_meda_and_telecommunications,63340
58190,5,0,information technology,information_meda_and_telecommunications,169
58260,5,0,information technology,information_meda_and_telecommunications,264
58330,5,10,information technology,information_meda_and_telecommunications,1846
58400,5,0,information technology,information_meda_and_telecommunications,135
58470,5,0,information technology,information_meda_and_telecommunications,72
58510,5,263,information technology,information_meda_and_telecommunications,17489
58540,5,0,information technology,information_meda_and_telecommunications,453
58570,5,317,information technology,information_meda_and_telecommunications,18784
58610,5,5,information technology,information_meda_and_telecommunications,745
58680,5,0,information technology,information_meda_and_telecommunications,209
58760,5,866,information technology,information_meda_and_telecommunications,89092
58820,5,0,information technology,information_meda_and_telecommunications,1626
58890,5,0,information technology,information_meda_and_telecommunications,411
59030,5,0,information technology,information_meda_and_telecommunications,169
59100,5,0,information technology,information_meda_and_telecommunications,353
59170,5,0,information technology,information_meda_and_telecommunications,519
59250,5,0,information technology,information_meda_and_telecommunications,371
59310,5,3,information technology,information_meda_and_telecommunications,672
59320,5,0,information technology,information_meda_and_telecommunications,207
59330,5,3,information technology,information_meda_and_telecommunications,191
59340,5,29,information technology,information_meda_and_telecommunications,3231
59350,5,0,information technology,information_meda_and_telecommunications,194
59360,5,0,information technology,information_meda_and_telecommunications,605
59370,5,6,information technology,information_meda_and_telecommunications,1401
59499,5,15,information technology,information_meda_and_telecommunications,1773
59799,5,0,information technology,information_meda_and_telecommunications,334
60210,6,16,information technology,information_meda_and_telecommunications,1933
60410,6,88,information technology,information_meda_and_telecommunications,6636
60610,6,67,information technology,information_meda_and_telecommunications,7664
60810,6,61,information technology,information_meda_and_telecommunications,8839
61010,6,4,information technology,information_meda_and_telecommunications,823
61210,6,7,information technology,information_meda_and_telecommunications,3595
61410,6,416,information technology,information_meda_and_telecommunications,24581
61510,6,35,information technology,information_meda_and_telecommunications,3864
61610,6,76,information technology,information_meda_and_telecommunications,9650
61810,6,15,information technology,information_meda_and_telecommunications,2561
62010,6,6,information technology,information_meda_and_telecommunications,433
62210,6,10,information technology,information_meda_and_telecommunications,2185
62410,6,7,information technology,information_meda_and_telecommunications,1648
62610,6,366,information technology,information_meda_and_telecommunications,19256
62810,6,556,information technology,information_meda_and_telecommunications,24259
63010,6,93,information technology,information_meda_and_telecommunications,6381
63210,6,12,information technology,information_meda_and_telecommunications,2445
63410,6,3,information technology,information_meda_and_telecommunications,797
63610,6,345,information technology,information_meda_and_telecommunications,16335
63810,6,21,information technology,information_meda_and_telecommunications,4487
64010,6,361,information technology,information_meda_and_telecommunications,27538
64210,6,79,information technology,information_meda_and_telecommunications,8464
64610,6,30,information technology,information_meda_and_telecommunications,5496
64810,6,81,information technology,information_meda_and_telecommunications,6323
65010,6,19,information technology,information_meda_and_telecommunications,2599
65210,6,0,information technology,information_meda_and_telecommunications,797
65410,6,28,information technology,information_meda_and_telecommunications,5342
65610,6,10,information technology,information_meda_and_telecommunications,1515
65810,6,129,information technology,information_meda_and_telecommunications,9856
69499,6,3,information technology,information_meda_and_telecommunications,247
69799,6,0,information technology,information_meda_and_telecommunications,47
70200,7,169,information technology,information_meda_and_telecommunications,12608
70420,7,0,information technology,information_meda_and_telecommunications,1897
70540,7,0,information technology,information_meda_and_telecommunications,12
70620,7,15,information technology,information_meda_and_telecommunications,792
70700,7,7,information technology,information_meda_and_telecommunications,455
71000,7,517,information technology,information_meda_and_telecommunications,42081
71300,7,3,information technology,information_meda_and_telecommunications,1480
72200,7,22,information technology,information_meda_and_telecommunications,4120
72300,7,72,information technology,information_meda_and_telecommunications,11746
72330,7,0,information technology,information_meda_and_telecommunications,1144
72800,7,163,information technology,information_meda_and_telecommunications,17296
73600,7,3,information technology,information_meda_and_telecommunications,1437
74050,7,0,information technology,information_meda_and_telecommunications,524
74550,7,4,information technology,information_meda_and_telecommunications,743
74560,7,0,information technology,information_meda_and_telecommunications,228
74660,7,0,information technology,information_meda_and_telecommunications,1451
74680,7,0,information technology,information_meda_and_telecommunications,452
79399,7,15,information technology,information_meda_and_telecommunications,3636
79499,7,5,information technology,information_meda_and_telecommunications,574
79799,7,0,information technology,information_meda_and_telecommunications,28
89399,8,3625,information technology,information_meda_and_telecommunications,205419
89499,8,5,information technology,information_meda_and_telecommunications,202
89799,8,0,information technology,information_meda_and_telecommunications,0
99399,9,15,information technology,information_meda_and_telecommunications,2151
99499,9,0,information technology,information_meda_and_telecommunications,11
99799,9,0,information technology,information_meda_and_telecommunications,6
10050,1,2110,manufacturing,manufacturing,22907
10130,1,325,manufacturing,manufacturing,12327
10250,1,828,manufacturing,manufacturing,17463
10300,1,41,manufacturing,manufacturing,982
10470,1,1499,manufacturing,manufacturing,18165
10550,1,1063,manufacturing,manufacturing,13153
10600,1,281,manufacturing,manufacturing,4890
10650,1,259,manufacturing,manufacturing,3282
10750,1,12491,manufacturing,manufacturing,151468
10800,1,77,manufacturing,manufacturing,2541
10850,1,209,manufacturing,manufacturing,3222
10900,1,1761,manufacturing,manufacturing,35860
10950,1,21,manufacturing,manufacturing,1173
11100,1,964,manufacturing,manufacturing,22963
11150,1,12,manufacturing,manufacturing,1000
11200,1,0,manufacturing,manufacturing,498
11250,1,150,manufacturing,manufacturing,6902
11300,1,688,manufacturing,manufacturing,17174
11350,1,547,manufacturing,manufacturing,13557
11400,1,412,manufacturing,manufacturing,6032
11450,1,3054,manufacturing,manufacturing,40014
11500,1,6492,manufacturing,manufacturing,68841
11520,1,1968,manufacturing,manufacturing,44699
11570,1,9185,manufacturing,manufacturing,138192
11600,1,46,manufacturing,manufacturing,1384
11650,1,8733,manufacturing,manufacturing,139593
11700,1,0,manufacturing,manufacturing,564
11720,1,1725,manufacturing,manufacturing,21626
11730,1,966,manufacturing,manufacturing,17565
11750,1,36,manufacturing,manufacturing,2014
11800,1,1018,manufacturing,manufacturing,29620
12000,1,105,manufacturing,manufacturing,1728
12150,1,4,manufacturing,manufacturing,1419
12350,1,374,manufacturing,manufacturing,4811
12380,1,6292,manufacturing,manufacturing,86838
12700,1,230,manufacturing,manufacturing,3885
12730,1,298,manufacturing,manufacturing,3812
12750,1,449,manufacturing,manufacturing,12976
