DATAFLOW,MEASURE,REGIONTYPE,LGA_2018,FREQUENCY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,20570,A,2016,15.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,20660,A,2016,13.7,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,20740,A,2016,25.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,20830,A,2016,26,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,20910,A,2016,11.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21010,A,2016,20.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21110,A,2016,10.1,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21180,A,2016,15.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21270,A,2016,20.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21370,A,2016,17.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21450,A,2016,26.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21610,A,2016,20,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21670,A,2016,17.7,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21750,A,2016,15.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21830,A,2016,20.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,21890,A,2016,11.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22110,A,2016,17.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22170,A,2016,19.2,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22250,A,2016,15.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22310,A,2016,10.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22410,A,2016,13.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22490,A,2016,29.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22620,A,2016,16.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22670,A,2016,14.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22750,A,2016,19.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22830,A,2016,13.1,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22910,A,2016,27.9,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,22980,A,2016,19.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23110,A,2016,14.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23190,A,2016,10.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23270,A,2016,18.7,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23350,A,2016,22.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23430,A,2016,14.7,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23670,A,2016,15.5,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,23810,A,2016,17.7,KM,,,
