lga_2016,state,people,report_type,weekly_range_start,weekly_range_end,annual_range_start,annual_range_end
58540,5,8,value,400,499,20800,25999
58570,5,151,value,400,499,20800,25999
58610,5,25,value,400,499,20800,25999
58680,5,8,value,400,499,20800,25999
58760,5,1220,value,400,499,20800,25999
58820,5,54,value,400,499,20800,25999
58890,5,15,value,400,499,20800,25999
59030,5,0,value,400,499,20800,25999
59100,5,3,value,400,499,20800,25999
59170,5,5,value,400,499,20800,25999
59250,5,12,value,400,499,20800,25999
59310,5,22,value,400,499,20800,25999
59320,5,4,value,400,499,20800,25999
59330,5,9,value,400,499,20800,25999
59340,5,66,value,400,499,20800,25999
59350,5,3,value,400,499,20800,25999
59360,5,9,value,400,499,20800,25999
59370,5,37,value,400,499,20800,25999
59799,5,0,value,400,499,20800,25999
60210,6,108,value,400,499,20800,25999
60410,6,190,value,400,499,20800,25999
60610,6,242,value,400,499,20800,25999
60810,6,271,value,400,499,20800,25999
61010,6,39,value,400,499,20800,25999
61210,6,73,value,400,499,20800,25999
61410,6,392,value,400,499,20800,25999
61510,6,116,value,400,499,20800,25999
61610,6,311,value,400,499,20800,25999
61810,6,93,value,400,499,20800,25999
62010,6,9,value,400,499,20800,25999
62210,6,108,value,400,499,20800,25999
62410,6,67,value,400,499,20800,25999
62610,6,479,value,400,499,20800,25999
62810,6,241,value,400,499,20800,25999
63010,6,226,value,400,499,20800,25999
63210,6,98,value,400,499,20800,25999
63410,6,15,value,400,499,20800,25999
63610,6,233,value,400,499,20800,25999
63810,6,122,value,400,499,20800,25999
64010,6,663,value,400,499,20800,25999
64210,6,197,value,400,499,20800,25999
64610,6,140,value,400,499,20800,25999
64810,6,135,value,400,499,20800,25999
65010,6,79,value,400,499,20800,25999
65210,6,45,value,400,499,20800,25999
65410,6,150,value,400,499,20800,25999
65610,6,72,value,400,499,20800,25999
65810,6,212,value,400,499,20800,25999
69799,6,0,value,400,499,20800,25999
70200,7,109,value,400,499,20800,25999
70420,7,184,value,400,499,20800,25999
70540,7,4,value,400,499,20800,25999
70620,7,149,value,400,499,20800,25999
70700,7,10,value,400,499,20800,25999
71000,7,280,value,400,499,20800,25999
71300,7,260,value,400,499,20800,25999
72200,7,51,value,400,499,20800,25999
72300,7,96,value,400,499,20800,25999
72330,7,150,value,400,499,20800,25999
72800,7,137,value,400,499,20800,25999
73600,7,203,value,400,499,20800,25999
74050,7,55,value,400,499,20800,25999
74550,7,54,value,400,499,20800,25999
74560,7,5,value,400,499,20800,25999
74660,7,154,value,400,499,20800,25999
74680,7,83,value,400,499,20800,25999
79399,7,25,value,400,499,20800,25999
79799,7,0,value,400,499,20800,25999
89399,8,1435,value,400,499,20800,25999
89799,8,0,value,400,499,20800,25999
99399,9,25,value,400,499,20800,25999
99799,9,0,value,400,499,20800,25999
10050,1,149,value,4500,4999,234000,259999
10130,1,99,value,4500,4999,234000,259999
10250,1,153,value,4500,4999,234000,259999
10300,1,8,value,4500,4999,234000,259999
10470,1,139,value,4500,4999,234000,259999
10550,1,73,value,4500,4999,234000,259999
10600,1,27,value,4500,4999,234000,259999
10650,1,24,value,4500,4999,234000,259999
10750,1,1581,value,4500,4999,234000,259999
10800,1,17,value,4500,4999,234000,259999
10850,1,28,value,4500,4999,234000,259999
10900,1,507,value,4500,4999,234000,259999
10950,1,8,value,4500,4999,234000,259999
11100,1,336,value,4500,4999,234000,259999
11150,1,6,value,4500,4999,234000,259999
11200,1,6,value,4500,4999,234000,259999
11250,1,43,value,4500,4999,234000,259999
11300,1,239,value,4500,4999,234000,259999
11350,1,121,value,4500,4999,234000,259999
11400,1,62,value,4500,4999,234000,259999
11450,1,515,value,4500,4999,234000,259999
11500,1,463,value,4500,4999,234000,259999
11520,1,1106,value,4500,4999,234000,259999
11570,1,1382,value,4500,4999,234000,259999
11600,1,16,value,4500,4999,234000,259999
11650,1,1340,value,4500,4999,234000,259999
11700,1,0,value,4500,4999,234000,259999
11720,1,194,value,4500,4999,234000,259999
11730,1,78,value,4500,4999,234000,259999
11750,1,33,value,4500,4999,234000,259999
11800,1,187,value,4500,4999,234000,259999
12000,1,15,value,4500,4999,234000,259999
12150,1,13,value,4500,4999,234000,259999
12350,1,22,value,4500,4999,234000,259999
12380,1,652,value,4500,4999,234000,259999
12700,1,29,value,4500,4999,234000,259999
12730,1,31,value,4500,4999,234000,259999
12750,1,67,value,4500,4999,234000,259999
12850,1,460,value,4500,4999,234000,259999
12870,1,19,value,4500,4999,234000,259999
12900,1,20,value,4500,4999,234000,259999
12930,1,1054,value,4500,4999,234000,259999
12950,1,8,value,4500,4999,234000,259999
13010,1,14,value,4500,4999,234000,259999
13310,1,108,value,4500,4999,234000,259999
13340,1,30,value,4500,4999,234000,259999
13450,1,85,value,4500,4999,234000,259999
13510,1,31,value,4500,4999,234000,259999
13550,1,63,value,4500,4999,234000,259999
13660,1,6,value,4500,4999,234000,259999
13800,1,343,value,4500,4999,234000,259999
13850,1,10,value,4500,4999,234000,259999
13910,1,45,value,4500,4999,234000,259999
14000,1,1944,value,4500,4999,234000,259999
14100,1,240,value,4500,4999,234000,259999
14170,1,2256,value,4500,4999,234000,259999
14200,1,36,value,4500,4999,234000,259999
14300,1,14,value,4500,4999,234000,259999
14350,1,31,value,4500,4999,234000,259999
14400,1,153,value,4500,4999,234000,259999
14500,1,2237,value,4500,4999,234000,259999
14550,1,21,value,4500,4999,234000,259999
14600,1,16,value,4500,4999,234000,259999
14650,1,933,value,4500,4999,234000,259999
14700,1,631,value,4500,4999,234000,259999
14750,1,17,value,4500,4999,234000,259999
14850,1,101,value,4500,4999,234000,259999
14870,1,76,value,4500,4999,234000,259999
14900,1,850,value,4500,4999,234000,259999
14920,1,11,value,4500,4999,234000,259999
14950,1,23,value,4500,4999,234000,259999
15050,1,330,value,4500,4999,234000,259999
15240,1,133,value,4500,4999,234000,259999
15270,1,107,value,4500,4999,234000,259999
15300,1,37,value,4500,4999,234000,259999
15350,1,512,value,4500,4999,234000,259999
15520,1,28,value,4500,4999,234000,259999
15560,1,10,value,4500,4999,234000,259999
15650,1,88,value,4500,4999,234000,259999
15700,1,32,value,4500,4999,234000,259999
15750,1,36,value,4500,4999,234000,259999
15800,1,23,value,4500,4999,234000,259999
15850,1,8,value,4500,4999,234000,259999
15900,1,785,value,4500,4999,234000,259999
15950,1,1205,value,4500,4999,234000,259999
15990,1,3606,value,4500,4999,234000,259999
16100,1,17,value,4500,4999,234000,259999
16150,1,213,value,4500,4999,234000,259999
16200,1,49,value,4500,4999,234000,259999
16260,1,1540,value,4500,4999,234000,259999
16350,1,879,value,4500,4999,234000,259999
16380,1,218,value,4500,4999,234000,259999
16400,1,260,value,4500,4999,234000,259999
16490,1,609,value,4500,4999,234000,259999
16550,1,1548,value,4500,4999,234000,259999
16610,1,20,value,4500,4999,234000,259999
16650,1,594,value,4500,4999,234000,259999
16700,1,1100,value,4500,4999,234000,259999
16900,1,245,value,4500,4999,234000,259999
16950,1,240,value,4500,4999,234000,259999
17000,1,187,value,4500,4999,234000,259999
17040,1,74,value,4500,4999,234000,259999
17080,1,31,value,4500,4999,234000,259999
17100,1,269,value,4500,4999,234000,259999
17150,1,2406,value,4500,4999,234000,259999
17200,1,2103,value,4500,4999,234000,259999
17310,1,170,value,4500,4999,234000,259999
17350,1,14,value,4500,4999,234000,259999
17400,1,9,value,4500,4999,234000,259999
17420,1,2152,value,4500,4999,234000,259999
17550,1,224,value,4500,4999,234000,259999
17620,1,70,value,4500,4999,234000,259999
17640,1,37,value,4500,4999,234000,259999
17650,1,15,value,4500,4999,234000,259999
17750,1,239,value,4500,4999,234000,259999
17850,1,17,value,4500,4999,234000,259999
17900,1,7,value,4500,4999,234000,259999
17950,1,3,value,4500,4999,234000,259999
18020,1,18,value,4500,4999,234000,259999
18050,1,948,value,4500,4999,234000,259999
18100,1,15,value,4500,4999,234000,259999
18200,1,18,value,4500,4999,234000,259999
18230,1,173,value,4500,4999,234000,259999
18250,1,1190,value,4500,4999,234000,259999
18350,1,285,value,4500,4999,234000,259999
18400,1,326,value,4500,4999,234000,259999
18450,1,1094,value,4500,4999,234000,259999
18500,1,884,value,4500,4999,234000,259999
18710,1,189,value,4500,4999,234000,259999
19399,1,7,value,4500,4999,234000,259999
19799,1,0,value,4500,4999,234000,259999
20110,2,28,value,4500,4999,234000,259999
20260,2,22,value,4500,4999,234000,259999
20570,2,346,value,4500,4999,234000,259999
20660,2,983,value,4500,4999,234000,259999
20740,2,70,value,4500,4999,234000,259999
20830,2,157,value,4500,4999,234000,259999
20910,2,1570,value,4500,4999,234000,259999
21010,2,33,value,4500,4999,234000,259999
21110,2,2504,value,4500,4999,234000,259999
21180,2,444,value,4500,4999,234000,259999
21270,2,10,value,4500,4999,234000,259999
21370,2,90,value,4500,4999,234000,259999
21450,2,309,value,4500,4999,234000,259999
21610,2,907,value,4500,4999,234000,259999
21670,2,6,value,4500,4999,234000,259999
21750,2,38,value,4500,4999,234000,259999
21830,2,43,value,4500,4999,234000,259999
21890,2,925,value,4500,4999,234000,259999
22110,2,75,value,4500,4999,234000,259999
22170,2,436,value,4500,4999,234000,259999
22250,2,18,value,4500,4999,234000,259999
22310,2,1572,value,4500,4999,234000,259999
22410,2,52,value,4500,4999,234000,259999
22490,2,59,value,4500,4999,234000,259999
22620,2,267,value,4500,4999,234000,259999
22670,2,235,value,4500,4999,234000,259999
22750,2,935,value,4500,4999,234000,259999
22830,2,161,value,4500,4999,234000,259999
22910,2,48,value,4500,4999,234000,259999
22980,2,3,value,4500,4999,234000,259999
23110,2,688,value,4500,4999,234000,259999
23190,2,69,value,4500,4999,234000,259999
23270,2,490,value,4500,4999,234000,259999
23350,2,45,value,4500,4999,234000,259999
23430,2,1044,value,4500,4999,234000,259999
23670,2,781,value,4500,4999,234000,259999
23810,2,265,value,4500,4999,234000,259999
23940,2,8,value,4500,4999,234000,259999
24130,2,331,value,4500,4999,234000,259999
24210,2,1059,value,4500,4999,234000,259999
24250,2,23,value,4500,4999,234000,259999
24330,2,559,value,4500,4999,234000,259999
24410,2,609,value,4500,4999,234000,259999
24600,2,900,value,4500,4999,234000,259999
24650,2,407,value,4500,4999,234000,259999
24780,2,117,value,4500,4999,234000,259999
24850,2,122,value,4500,4999,234000,259999
24900,2,32,value,4500,4999,234000,259999
24970,2,1249,value,4500,4999,234000,259999
25060,2,1084,value,4500,4999,234000,259999
25150,2,124,value,4500,4999,234000,259999
25250,2,989,value,4500,4999,234000,259999
25340,2,791,value,4500,4999,234000,259999
25430,2,36,value,4500,4999,234000,259999
25490,2,52,value,4500,4999,234000,259999
25620,2,24,value,4500,4999,234000,259999
25710,2,677,value,4500,4999,234000,259999
25810,2,23,value,4500,4999,234000,259999
25900,2,1161,value,4500,4999,234000,259999
25990,2,10,value,4500,4999,234000,259999
26080,2,22,value,4500,4999,234000,259999
26170,2,67,value,4500,4999,234000,259999
26260,2,43,value,4500,4999,234000,259999
26350,2,1348,value,4500,4999,234000,259999
26430,2,33,value,4500,4999,234000,259999
26490,2,183,value,4500,4999,234000,259999
26610,2,47,value,4500,4999,234000,259999
26670,2,11,value,4500,4999,234000,259999
26700,2,53,value,4500,4999,234000,259999
26730,2,88,value,4500,4999,234000,259999
26810,2,172,value,4500,4999,234000,259999
26890,2,12,value,4500,4999,234000,259999
26980,2,1287,value,4500,4999,234000,259999
27070,2,524,value,4500,4999,234000,259999
27170,2,101,value,4500,4999,234000,259999
27260,2,850,value,4500,4999,234000,259999
27350,2,928,value,4500,4999,234000,259999
27450,2,631,value,4500,4999,234000,259999
27630,2,13,value,4500,4999,234000,259999
29399,2,0,value,4500,4999,234000,259999
29799,2,0,value,4500,4999,234000,259999
30250,3,0,value,4500,4999,234000,259999
30300,3,13,value,4500,4999,234000,259999
30370,3,94,value,4500,4999,234000,259999
30410,3,11,value,4500,4999,234000,259999
30450,3,0,value,4500,4999,234000,259999
30760,3,5,value,4500,4999,234000,259999
30900,3,0,value,4500,4999,234000,259999
31000,3,9553,value,4500,4999,234000,259999
31750,3,5,value,4500,4999,234000,259999
31820,3,203,value,4500,4999,234000,259999
31900,3,50,value,4500,4999,234000,259999
31950,3,0,value,4500,4999,234000,259999
32080,3,539,value,4500,4999,234000,259999
32250,3,3,value,4500,4999,234000,259999
32260,3,82,value,4500,4999,234000,259999
32270,3,199,value,4500,4999,234000,259999
32310,3,36,value,4500,4999,234000,259999
32330,3,0,value,4500,4999,234000,259999
32450,3,22,value,4500,4999,234000,259999
32500,3,10,value,4500,4999,234000,259999
32600,3,0,value,4500,4999,234000,259999
32750,3,0,value,4500,4999,234000,259999
32770,3,0,value,4500,4999,234000,259999
32810,3,29,value,4500,4999,234000,259999
33100,3,0,value,4500,4999,234000,259999
33200,3,8,value,4500,4999,234000,259999
33220,3,161,value,4500,4999,234000,259999
33360,3,401,value,4500,4999,234000,259999
33430,3,2472,value,4500,4999,234000,259999
33610,3,28,value,4500,4999,234000,259999
33620,3,84,value,4500,4999,234000,259999
33800,3,31,value,4500,4999,234000,259999
33830,3,0,value,4500,4999,234000,259999
33960,3,479,value,4500,4999,234000,259999
33980,3,204,value,4500,4999,234000,259999
34420,3,0,value,4500,4999,234000,259999
34530,3,167,value,4500,4999,234000,259999
34570,3,0,value,4500,4999,234000,259999
34580,3,80,value,4500,4999,234000,259999
34590,3,787,value,4500,4999,234000,259999
34710,3,5,value,4500,4999,234000,259999
34770,3,610,value,4500,4999,234000,259999
34800,3,3,value,4500,4999,234000,259999
34830,3,0,value,4500,4999,234000,259999
34860,3,56,value,4500,4999,234000,259999
34880,3,33,value,4500,4999,234000,259999
35010,3,1774,value,4500,4999,234000,259999
35250,3,0,value,4500,4999,234000,259999
35300,3,176,value,4500,4999,234000,259999
35600,3,15,value,4500,4999,234000,259999
35670,3,0,value,4500,4999,234000,259999
35740,3,206,value,4500,4999,234000,259999
35760,3,22,value,4500,4999,234000,259999
35780,3,8,value,4500,4999,234000,259999
35790,3,3,value,4500,4999,234000,259999
35800,3,5,value,4500,4999,234000,259999
36070,3,3,value,4500,4999,234000,259999
36150,3,0,value,4500,4999,234000,259999
36250,3,880,value,4500,4999,234000,259999
36300,3,3,value,4500,4999,234000,259999
36370,3,264,value,4500,4999,234000,259999
36510,3,111,value,4500,4999,234000,259999
36580,3,49,value,4500,4999,234000,259999
36630,3,57,value,4500,4999,234000,259999
36660,3,53,value,4500,4999,234000,259999
36720,3,1181,value,4500,4999,234000,259999
36820,3,71,value,4500,4999,234000,259999
36910,3,586,value,4500,4999,234000,259999
36950,3,14,value,4500,4999,234000,259999
36960,3,0,value,4500,4999,234000,259999
37010,3,733,value,4500,4999,234000,259999
37300,3,52,value,4500,4999,234000,259999
37310,3,108,value,4500,4999,234000,259999
37340,3,99,value,4500,4999,234000,259999
37400,3,0,value,4500,4999,234000,259999
37550,3,0,value,4500,4999,234000,259999
37570,3,0,value,4500,4999,234000,259999
37600,3,0,value,4500,4999,234000,259999
39799,3,0,value,4500,4999,234000,259999
40070,4,144,value,4500,4999,234000,259999
40120,4,334,value,4500,4999,234000,259999
40220,4,48,value,4500,4999,234000,259999
40250,4,0,value,4500,4999,234000,259999
40310,4,84,value,4500,4999,234000,259999
40430,4,9,value,4500,4999,234000,259999
40520,4,19,value,4500,4999,234000,259999
40700,4,596,value,4500,4999,234000,259999
40910,4,179,value,4500,4999,234000,259999
41010,4,11,value,4500,4999,234000,259999
41060,4,480,value,4500,4999,234000,259999
41140,4,25,value,4500,4999,234000,259999
41190,4,7,value,4500,4999,234000,259999
41330,4,3,value,4500,4999,234000,259999
41560,4,29,value,4500,4999,234000,259999
41750,4,3,value,4500,4999,234000,259999
41830,4,3,value,4500,4999,234000,259999
41960,4,3,value,4500,4999,234000,259999
42030,4,54,value,4500,4999,234000,259999
42110,4,11,value,4500,4999,234000,259999
42250,4,37,value,4500,4999,234000,259999
42600,4,251,value,4500,4999,234000,259999
42750,4,4,value,4500,4999,234000,259999
43080,4,3,value,4500,4999,234000,259999
43220,4,3,value,4500,4999,234000,259999
43360,4,7,value,4500,4999,234000,259999
43650,4,53,value,4500,4999,234000,259999
43710,4,21,value,4500,4999,234000,259999
43790,4,22,value,4500,4999,234000,259999
43920,4,23,value,4500,4999,234000,259999
44000,4,0,value,4500,4999,234000,259999
44060,4,268,value,4500,4999,234000,259999
44210,4,14,value,4500,4999,234000,259999
44340,4,596,value,4500,4999,234000,259999
44550,4,138,value,4500,4999,234000,259999
44620,4,42,value,4500,4999,234000,259999
44830,4,10,value,4500,4999,234000,259999
45040,4,13,value,4500,4999,234000,259999
45090,4,18,value,4500,4999,234000,259999
45120,4,16,value,4500,4999,234000,259999
45290,4,321,value,4500,4999,234000,259999
45340,4,363,value,4500,4999,234000,259999
45400,4,3,value,4500,4999,234000,259999
45540,4,0,value,4500,4999,234000,259999
45680,4,91,value,4500,4999,234000,259999
45890,4,290,value,4500,4999,234000,259999
46090,4,28,value,4500,4999,234000,259999
46300,4,37,value,4500,4999,234000,259999
46450,4,41,value,4500,4999,234000,259999
46510,4,151,value,4500,4999,234000,259999
46670,4,11,value,4500,4999,234000,259999
46860,4,3,value,4500,4999,234000,259999
46970,4,50,value,4500,4999,234000,259999
47140,4,193,value,4500,4999,234000,259999
47290,4,6,value,4500,4999,234000,259999
47490,4,9,value,4500,4999,234000,259999
47630,4,19,value,4500,4999,234000,259999
47700,4,337,value,4500,4999,234000,259999
47800,4,14,value,4500,4999,234000,259999
47910,4,3,value,4500,4999,234000,259999
47980,4,466,value,4500,4999,234000,259999
48050,4,29,value,4500,4999,234000,259999
48130,4,19,value,4500,4999,234000,259999
48260,4,94,value,4500,4999,234000,259999
48340,4,38,value,4500,4999,234000,259999
48410,4,231,value,4500,4999,234000,259999
48540,4,70,value,4500,4999,234000,259999
48640,4,5,value,4500,4999,234000,259999
48750,4,11,value,4500,4999,234000,259999
48830,4,24,value,4500,4999,234000,259999
49399,4,4,value,4500,4999,234000,259999
49799,4,0,value,4500,4999,234000,259999
50080,5,130,value,4500,4999,234000,259999
50210,5,319,value,4500,4999,234000,259999
50250,5,103,value,4500,4999,234000,259999
50280,5,42,value,4500,4999,234000,259999
50350,5,90,value,4500,4999,234000,259999
50420,5,455,value,4500,4999,234000,259999
50490,5,184,value,4500,4999,234000,259999
50560,5,7,value,4500,4999,234000,259999
50630,5,10,value,4500,4999,234000,259999
50770,5,16,value,4500,4999,234000,259999
50840,5,10,value,4500,4999,234000,259999
50910,5,0,value,4500,4999,234000,259999
50980,5,113,value,4500,4999,234000,259999
51080,5,8,value,4500,4999,234000,259999
51120,5,7,value,4500,4999,234000,259999
51190,5,143,value,4500,4999,234000,259999
51260,5,156,value,4500,4999,234000,259999
51310,5,529,value,4500,4999,234000,259999
51330,5,581,value,4500,4999,234000,259999
51400,5,100,value,4500,4999,234000,259999
51470,5,0,value,4500,4999,234000,259999
51540,5,29,value,4500,4999,234000,259999
51610,5,14,value,4500,4999,234000,259999
51680,5,36,value,4500,4999,234000,259999
51750,5,148,value,4500,4999,234000,259999
51820,5,713,value,4500,4999,234000,259999
51890,5,42,value,4500,4999,234000,259999
51960,5,15,value,4500,4999,234000,259999
52030,5,7,value,4500,4999,234000,259999
52100,5,8,value,4500,4999,234000,259999
52170,5,144,value,4500,4999,234000,259999
52240,5,3,value,4500,4999,234000,259999
52310,5,3,value,4500,4999,234000,259999
52380,5,0,value,4500,4999,234000,259999
52450,5,5,value,4500,4999,234000,259999
52520,5,9,value,4500,4999,234000,259999
52590,5,9,value,4500,4999,234000,259999
52660,5,58,value,4500,4999,234000,259999
52730,5,18,value,4500,4999,234000,259999
52800,5,17,value,4500,4999,234000,259999
52870,5,18,value,4500,4999,234000,259999
52940,5,3,value,4500,4999,234000,259999
53010,5,0,value,4500,4999,234000,259999
53080,5,0,value,4500,4999,234000,259999
53150,5,106,value,4500,4999,234000,259999
53220,5,55,value,4500,4999,234000,259999
53290,5,63,value,4500,4999,234000,259999
53360,5,14,value,4500,4999,234000,259999
53430,5,294,value,4500,4999,234000,259999
53570,5,22,value,4500,4999,234000,259999
53640,5,12,value,4500,4999,234000,259999
53710,5,6,value,4500,4999,234000,259999
53780,5,433,value,4500,4999,234000,259999
53800,5,169,value,4500,4999,234000,259999
53920,5,0,value,4500,4999,234000,259999
53990,5,146,value,4500,4999,234000,259999
54060,5,21,value,4500,4999,234000,259999
54130,5,0,value,4500,4999,234000,259999
54170,5,1689,value,4500,4999,234000,259999
54200,5,340,value,4500,4999,234000,259999
54280,5,265,value,4500,4999,234000,259999
54310,5,322,value,4500,4999,234000,259999
54340,5,15,value,4500,4999,234000,259999
54410,5,5,value,4500,4999,234000,259999
54480,5,7,value,4500,4999,234000,259999
54550,5,12,value,4500,4999,234000,259999
54620,5,3,value,4500,4999,234000,259999
54690,5,0,value,4500,4999,234000,259999
54760,5,7,value,4500,4999,234000,259999
54830,5,107,value,4500,4999,234000,259999
54900,5,12,value,4500,4999,234000,259999
54970,5,0,value,4500,4999,234000,259999
55040,5,5,value,4500,4999,234000,259999
55110,5,403,value,4500,4999,234000,259999
55180,5,27,value,4500,4999,234000,259999
55250,5,0,value,4500,4999,234000,259999
55320,5,1264,value,4500,4999,234000,259999
55390,5,0,value,4500,4999,234000,259999
55460,5,17,value,4500,4999,234000,259999
55530,5,5,value,4500,4999,234000,259999
55600,5,3,value,4500,4999,234000,259999
55670,5,3,value,4500,4999,234000,259999
55740,5,153,value,4500,4999,234000,259999
55810,5,0,value,4500,4999,234000,259999
55880,5,0,value,4500,4999,234000,259999
55950,5,4,value,4500,4999,234000,259999
56090,5,289,value,4500,4999,234000,259999
56160,5,0,value,4500,4999,234000,259999
56230,5,99,value,4500,4999,234000,259999
56300,5,3,value,4500,4999,234000,259999
56370,5,8,value,4500,4999,234000,259999
56460,5,27,value,4500,4999,234000,259999
56580,5,382,value,4500,4999,234000,259999
56620,5,3,value,4500,4999,234000,259999
56730,5,35,value,4500,4999,234000,259999
56790,5,14,value,4500,4999,234000,259999
56860,5,0,value,4500,4999,234000,259999
56930,5,26,value,4500,4999,234000,259999
57000,5,5,value,4500,4999,234000,259999
57080,5,208,value,4500,4999,234000,259999
57140,5,0,value,4500,4999,234000,259999
57210,5,20,value,4500,4999,234000,259999
57280,5,191,value,4500,4999,234000,259999
57350,5,7,value,4500,4999,234000,259999
57420,5,9,value,4500,4999,234000,259999
57490,5,664,value,4500,4999,234000,259999
57630,5,0,value,4500,4999,234000,259999
57700,5,153,value,4500,4999,234000,259999
57770,5,4,value,4500,4999,234000,259999
57840,5,560,value,4500,4999,234000,259999
57910,5,1913,value,4500,4999,234000,259999
57980,5,252,value,4500,4999,234000,259999
58050,5,606,value,4500,4999,234000,259999
58190,5,0,value,4500,4999,234000,259999
58260,5,0,value,4500,4999,234000,259999
58330,5,20,value,4500,4999,234000,259999
58400,5,3,value,4500,4999,234000,259999
58470,5,0,value,4500,4999,234000,259999
58510,5,254,value,4500,4999,234000,259999
58540,5,4,value,4500,4999,234000,259999
58570,5,476,value,4500,4999,234000,259999
58610,5,9,value,4500,4999,234000,259999
58680,5,4,value,4500,4999,234000,259999
58760,5,966,value,4500,4999,234000,259999
58820,5,19,value,4500,4999,234000,259999
58890,5,3,value,4500,4999,234000,259999
59030,5,0,value,4500,4999,234000,259999
59100,5,7,value,4500,4999,234000,259999
59170,5,3,value,4500,4999,234000,259999
59250,5,0,value,4500,4999,234000,259999
59310,5,3,value,4500,4999,234000,259999
59320,5,0,value,4500,4999,234000,259999
59330,5,3,value,4500,4999,234000,259999
59340,5,47,value,4500,4999,234000,259999
59350,5,0,value,4500,4999,234000,259999
59360,5,4,value,4500,4999,234000,259999
59370,5,21,value,4500,4999,234000,259999
59799,5,0,value,4500,4999,234000,259999
60210,6,12,value,4500,4999,234000,259999
60410,6,19,value,4500,4999,234000,259999
60610,6,34,value,4500,4999,234000,259999
60810,6,52,value,4500,4999,234000,259999
61010,6,6,value,4500,4999,234000,259999
61210,6,9,value,4500,4999,234000,259999
61410,6,221,value,4500,4999,234000,259999
61510,6,11,value,4500,4999,234000,259999
61610,6,49,value,4500,4999,234000,259999
61810,6,9,value,4500,4999,234000,259999
62010,6,0,value,4500,4999,234000,259999
62210,6,15,value,4500,4999,234000,259999
62410,6,7,value,4500,4999,234000,259999
62610,6,59,value,4500,4999,234000,259999
62810,6,381,value,4500,4999,234000,259999
63010,6,31,value,4500,4999,234000,259999
63210,6,11,value,4500,4999,234000,259999
63410,6,0,value,4500,4999,234000,259999
63610,6,143,value,4500,4999,234000,259999
63810,6,19,value,4500,4999,234000,259999
64010,6,166,value,4500,4999,234000,259999
64210,6,40,value,4500,4999,234000,259999
64610,6,20,value,4500,4999,234000,259999
64810,6,21,value,4500,4999,234000,259999
65010,6,12,value,4500,4999,234000,259999
65210,6,0,value,4500,4999,234000,259999
65410,6,26,value,4500,4999,234000,259999
65610,6,7,value,4500,4999,234000,259999
65810,6,67,value,4500,4999,234000,259999
69799,6,0,value,4500,4999,234000,259999
70200,7,136,value,4500,4999,234000,259999
70420,7,9,value,4500,4999,234000,259999
70540,7,0,value,4500,4999,234000,259999
70620,7,5,value,4500,4999,234000,259999
70700,7,0,value,4500,4999,234000,259999
71000,7,726,value,4500,4999,234000,259999
71300,7,3,value,4500,4999,234000,259999
72200,7,43,value,4500,4999,234000,259999
72300,7,227,value,4500,4999,234000,259999
72330,7,0,value,4500,4999,234000,259999
72800,7,319,value,4500,4999,234000,259999
73600,7,5,value,4500,4999,234000,259999
74050,7,9,value,4500,4999,234000,259999
74550,7,5,value,4500,4999,234000,259999
74560,7,0,value,4500,4999,234000,259999
74660,7,8,value,4500,4999,234000,259999
74680,7,0,value,4500,4999,234000,259999
79399,7,62,value,4500,4999,234000,259999
79799,7,0,value,4500,4999,234000,259999
89399,8,4946,value,4500,4999,234000,259999
89799,8,0,value,4500,4999,234000,259999
99399,9,16,value,4500,4999,234000,259999
99799,9,0,value,4500,4999,234000,259999
10050,1,116,value,5000,5999,260000,311999
10130,1,80,value,5000,5999,260000,311999
10250,1,116,value,5000,5999,260000,311999
10300,1,3,value,5000,5999,260000,311999
10470,1,91,value,5000,5999,260000,311999
10550,1,39,value,5000,5999,260000,311999
10600,1,16,value,5000,5999,260000,311999
10650,1,14,value,5000,5999,260000,311999
10750,1,1320,value,5000,5999,260000,311999
10800,1,14,value,5000,5999,260000,311999
10850,1,23,value,5000,5999,260000,311999
10900,1,401,value,5000,5999,260000,311999
10950,1,9,value,5000,5999,260000,311999
11100,1,290,value,5000,5999,260000,311999
11150,1,3,value,5000,5999,260000,311999
11200,1,0,value,5000,5999,260000,311999
11250,1,34,value,5000,5999,260000,311999
11300,1,238,value,5000,5999,260000,311999
11350,1,87,value,5000,5999,260000,311999
11400,1,50,value,5000,5999,260000,311999
11450,1,463,value,5000,5999,260000,311999
11500,1,406,value,5000,5999,260000,311999
11520,1,1151,value,5000,5999,260000,311999
11570,1,1216,value,5000,5999,260000,311999
11600,1,3,value,5000,5999,260000,311999
11650,1,987,value,5000,5999,260000,311999
11700,1,4,value,5000,5999,260000,311999
11720,1,121,value,5000,5999,260000,311999
11730,1,50,value,5000,5999,260000,311999
11750,1,12,value,5000,5999,260000,311999
11800,1,139,value,5000,5999,260000,311999
12000,1,5,value,5000,5999,260000,311999
12150,1,0,value,5000,5999,260000,311999
12350,1,12,value,5000,5999,260000,311999
12380,1,559,value,5000,5999,260000,311999
12700,1,24,value,5000,5999,260000,311999
12730,1,16,value,5000,5999,260000,311999
12750,1,45,value,5000,5999,260000,311999
12850,1,420,value,5000,5999,260000,311999
12870,1,16,value,5000,5999,260000,311999
12900,1,16,value,5000,5999,260000,311999
12930,1,983,value,5000,5999,260000,311999
12950,1,5,value,5000,5999,260000,311999
