lga_2016,state,people,report_type,weekly_range_start,weekly_range_end,annual_range_start,annual_range_end
23940,2,28,value,1,149,1,7799
24130,2,58,value,1,149,1,7799
24210,2,317,value,1,149,1,7799
24250,2,15,value,1,149,1,7799
24330,2,139,value,1,149,1,7799
24410,2,145,value,1,149,1,7799
24600,2,306,value,1,149,1,7799
24650,2,198,value,1,149,1,7799
24780,2,102,value,1,149,1,7799
24850,2,52,value,1,149,1,7799
24900,2,59,value,1,149,1,7799
24970,2,461,value,1,149,1,7799
25060,2,188,value,1,149,1,7799
25150,2,47,value,1,149,1,7799
25250,2,232,value,1,149,1,7799
25340,2,221,value,1,149,1,7799
25430,2,39,value,1,149,1,7799
25490,2,30,value,1,149,1,7799
25620,2,30,value,1,149,1,7799
25710,2,70,value,1,149,1,7799
25810,2,24,value,1,149,1,7799
25900,2,100,value,1,149,1,7799
25990,2,21,value,1,149,1,7799
26080,2,6,value,1,149,1,7799
26170,2,63,value,1,149,1,7799
26260,2,21,value,1,149,1,7799
26350,2,156,value,1,149,1,7799
26430,2,31,value,1,149,1,7799
26490,2,36,value,1,149,1,7799
26610,2,25,value,1,149,1,7799
26670,2,7,value,1,149,1,7799
26700,2,40,value,1,149,1,7799
26730,2,41,value,1,149,1,7799
26810,2,80,value,1,149,1,7799
26890,2,8,value,1,149,1,7799
26980,2,352,value,1,149,1,7799
27070,2,321,value,1,149,1,7799
27170,2,45,value,1,149,1,7799
27260,2,344,value,1,149,1,7799
27350,2,127,value,1,149,1,7799
27450,2,185,value,1,149,1,7799
27630,2,17,value,1,149,1,7799
29399,2,6,value,1,149,1,7799
29799,2,0,value,1,149,1,7799
30250,3,4,value,1,149,1,7799
30300,3,9,value,1,149,1,7799
30370,3,28,value,1,149,1,7799
30410,3,10,value,1,149,1,7799
30450,3,0,value,1,149,1,7799
30760,3,0,value,1,149,1,7799
30900,3,0,value,1,149,1,7799
31000,3,1425,value,1,149,1,7799
31750,3,0,value,1,149,1,7799
31820,3,182,value,1,149,1,7799
31900,3,28,value,1,149,1,7799
31950,3,0,value,1,149,1,7799
32080,3,199,value,1,149,1,7799
32250,3,0,value,1,149,1,7799
32260,3,64,value,1,149,1,7799
32270,3,31,value,1,149,1,7799
32310,3,14,value,1,149,1,7799
32330,3,4,value,1,149,1,7799
32450,3,0,value,1,149,1,7799
32500,3,5,value,1,149,1,7799
32600,3,0,value,1,149,1,7799
32750,3,0,value,1,149,1,7799
32770,3,6,value,1,149,1,7799
32810,3,18,value,1,149,1,7799
33100,3,0,value,1,149,1,7799
33200,3,3,value,1,149,1,7799
33220,3,193,value,1,149,1,7799
33360,3,131,value,1,149,1,7799
33430,3,725,value,1,149,1,7799
33610,3,23,value,1,149,1,7799
33620,3,93,value,1,149,1,7799
33800,3,20,value,1,149,1,7799
33830,3,0,value,1,149,1,7799
33960,3,199,value,1,149,1,7799
33980,3,22,value,1,149,1,7799
34420,3,0,value,1,149,1,7799
34530,3,55,value,1,149,1,7799
34570,3,0,value,1,149,1,7799
34580,3,51,value,1,149,1,7799
34590,3,372,value,1,149,1,7799
34710,3,10,value,1,149,1,7799
34770,3,161,value,1,149,1,7799
34800,3,3,value,1,149,1,7799
34830,3,0,value,1,149,1,7799
34860,3,26,value,1,149,1,7799
34880,3,48,value,1,149,1,7799
35010,3,531,value,1,149,1,7799
35250,3,3,value,1,149,1,7799
35300,3,19,value,1,149,1,7799
35600,3,12,value,1,149,1,7799
35670,3,4,value,1,149,1,7799
35740,3,79,value,1,149,1,7799
35760,3,24,value,1,149,1,7799
35780,3,3,value,1,149,1,7799
35790,3,0,value,1,149,1,7799
35800,3,7,value,1,149,1,7799
36070,3,4,value,1,149,1,7799
36150,3,3,value,1,149,1,7799
36250,3,177,value,1,149,1,7799
36300,3,0,value,1,149,1,7799
36370,3,112,value,1,149,1,7799
36510,3,61,value,1,149,1,7799
36580,3,51,value,1,149,1,7799
36630,3,58,value,1,149,1,7799
36660,3,66,value,1,149,1,7799
36720,3,415,value,1,149,1,7799
36820,3,75,value,1,149,1,7799
36910,3,230,value,1,149,1,7799
36950,3,3,value,1,149,1,7799
36960,3,13,value,1,149,1,7799
37010,3,236,value,1,149,1,7799
37300,3,0,value,1,149,1,7799
37310,3,59,value,1,149,1,7799
37340,3,44,value,1,149,1,7799
37400,3,5,value,1,149,1,7799
37550,3,3,value,1,149,1,7799
37570,3,0,value,1,149,1,7799
37600,3,8,value,1,149,1,7799
39799,3,0,value,1,149,1,7799
40070,4,38,value,1,149,1,7799
40120,4,47,value,1,149,1,7799
40220,4,43,value,1,149,1,7799
40250,4,3,value,1,149,1,7799
40310,4,39,value,1,149,1,7799
40430,4,6,value,1,149,1,7799
40520,4,27,value,1,149,1,7799
40700,4,72,value,1,149,1,7799
40910,4,82,value,1,149,1,7799
41010,4,3,value,1,149,1,7799
41060,4,163,value,1,149,1,7799
41140,4,19,value,1,149,1,7799
41190,4,9,value,1,149,1,7799
41330,4,0,value,1,149,1,7799
41560,4,26,value,1,149,1,7799
41750,4,6,value,1,149,1,7799
41830,4,3,value,1,149,1,7799
41960,4,8,value,1,149,1,7799
42030,4,32,value,1,149,1,7799
42110,4,10,value,1,149,1,7799
42250,4,6,value,1,149,1,7799
42600,4,38,value,1,149,1,7799
42750,4,16,value,1,149,1,7799
43080,4,4,value,1,149,1,7799
43220,4,0,value,1,149,1,7799
43360,4,8,value,1,149,1,7799
43650,4,17,value,1,149,1,7799
43710,4,9,value,1,149,1,7799
43790,4,27,value,1,149,1,7799
43920,4,11,value,1,149,1,7799
44000,4,0,value,1,149,1,7799
44060,4,151,value,1,149,1,7799
44210,4,27,value,1,149,1,7799
44340,4,66,value,1,149,1,7799
44550,4,39,value,1,149,1,7799
44620,4,29,value,1,149,1,7799
44830,4,11,value,1,149,1,7799
45040,4,32,value,1,149,1,7799
45090,4,15,value,1,149,1,7799
45120,4,8,value,1,149,1,7799
45290,4,55,value,1,149,1,7799
45340,4,211,value,1,149,1,7799
45400,4,5,value,1,149,1,7799
45540,4,0,value,1,149,1,7799
45680,4,138,value,1,149,1,7799
45890,4,194,value,1,149,1,7799
46090,4,25,value,1,149,1,7799
46300,4,25,value,1,149,1,7799
46450,4,24,value,1,149,1,7799
46510,4,25,value,1,149,1,7799
46670,4,16,value,1,149,1,7799
46860,4,0,value,1,149,1,7799
46970,4,4,value,1,149,1,7799
47140,4,238,value,1,149,1,7799
47290,4,3,value,1,149,1,7799
47490,4,4,value,1,149,1,7799
47630,4,12,value,1,149,1,7799
47700,4,115,value,1,149,1,7799
47800,4,11,value,1,149,1,7799
47910,4,3,value,1,149,1,7799
47980,4,47,value,1,149,1,7799
48050,4,31,value,1,149,1,7799
48130,4,9,value,1,149,1,7799
48260,4,6,value,1,149,1,7799
48340,4,25,value,1,149,1,7799
48410,4,82,value,1,149,1,7799
48540,4,33,value,1,149,1,7799
48640,4,0,value,1,149,1,7799
48750,4,9,value,1,149,1,7799
48830,4,35,value,1,149,1,7799
49399,4,0,value,1,149,1,7799
49799,4,0,value,1,149,1,7799
50080,5,52,value,1,149,1,7799
50210,5,138,value,1,149,1,7799
50250,5,5,value,1,149,1,7799
50280,5,19,value,1,149,1,7799
50350,5,16,value,1,149,1,7799
50420,5,95,value,1,149,1,7799
50490,5,57,value,1,149,1,7799
50560,5,3,value,1,149,1,7799
50630,5,0,value,1,149,1,7799
50770,5,3,value,1,149,1,7799
50840,5,15,value,1,149,1,7799
50910,5,0,value,1,149,1,7799
50980,5,8,value,1,149,1,7799
51080,5,0,value,1,149,1,7799
51120,5,3,value,1,149,1,7799
51190,5,46,value,1,149,1,7799
51260,5,49,value,1,149,1,7799
51310,5,27,value,1,149,1,7799
51330,5,162,value,1,149,1,7799
51400,5,18,value,1,149,1,7799
51470,5,0,value,1,149,1,7799
51540,5,13,value,1,149,1,7799
51610,5,3,value,1,149,1,7799
51680,5,15,value,1,149,1,7799
51750,5,12,value,1,149,1,7799
51820,5,143,value,1,149,1,7799
51890,5,20,value,1,149,1,7799
51960,5,0,value,1,149,1,7799
52030,5,4,value,1,149,1,7799
52100,5,3,value,1,149,1,7799
52170,5,6,value,1,149,1,7799
52240,5,0,value,1,149,1,7799
52310,5,6,value,1,149,1,7799
52380,5,0,value,1,149,1,7799
52450,5,0,value,1,149,1,7799
52520,5,5,value,1,149,1,7799
52590,5,14,value,1,149,1,7799
52660,5,25,value,1,149,1,7799
52730,5,12,value,1,149,1,7799
52800,5,28,value,1,149,1,7799
52870,5,13,value,1,149,1,7799
52940,5,0,value,1,149,1,7799
53010,5,0,value,1,149,1,7799
53080,5,0,value,1,149,1,7799
53150,5,7,value,1,149,1,7799
53220,5,6,value,1,149,1,7799
53290,5,26,value,1,149,1,7799
53360,5,0,value,1,149,1,7799
53430,5,24,value,1,149,1,7799
53570,5,17,value,1,149,1,7799
53640,5,0,value,1,149,1,7799
53710,5,0,value,1,149,1,7799
53780,5,166,value,1,149,1,7799
53800,5,65,value,1,149,1,7799
53920,5,21,value,1,149,1,7799
53990,5,40,value,1,149,1,7799
54060,5,6,value,1,149,1,7799
54130,5,4,value,1,149,1,7799
54170,5,194,value,1,149,1,7799
54200,5,76,value,1,149,1,7799
54280,5,31,value,1,149,1,7799
54310,5,16,value,1,149,1,7799
54340,5,9,value,1,149,1,7799
54410,5,0,value,1,149,1,7799
54480,5,0,value,1,149,1,7799
54550,5,7,value,1,149,1,7799
54620,5,3,value,1,149,1,7799
54690,5,0,value,1,149,1,7799
54760,5,0,value,1,149,1,7799
54830,5,49,value,1,149,1,7799
54900,5,0,value,1,149,1,7799
54970,5,5,value,1,149,1,7799
55040,5,0,value,1,149,1,7799
55110,5,153,value,1,149,1,7799
55180,5,15,value,1,149,1,7799
55250,5,0,value,1,149,1,7799
55320,5,161,value,1,149,1,7799
55390,5,0,value,1,149,1,7799
55460,5,7,value,1,149,1,7799
55530,5,0,value,1,149,1,7799
55600,5,3,value,1,149,1,7799
55670,5,0,value,1,149,1,7799
55740,5,14,value,1,149,1,7799
55810,5,0,value,1,149,1,7799
55880,5,0,value,1,149,1,7799
55950,5,5,value,1,149,1,7799
56090,5,46,value,1,149,1,7799
56160,5,0,value,1,149,1,7799
56230,5,38,value,1,149,1,7799
56300,5,3,value,1,149,1,7799
56370,5,0,value,1,149,1,7799
56460,5,5,value,1,149,1,7799
56580,5,15,value,1,149,1,7799
56620,5,7,value,1,149,1,7799
56730,5,17,value,1,149,1,7799
56790,5,5,value,1,149,1,7799
56860,5,3,value,1,149,1,7799
56930,5,0,value,1,149,1,7799
57000,5,0,value,1,149,1,7799
57080,5,35,value,1,149,1,7799
57140,5,8,value,1,149,1,7799
57210,5,12,value,1,149,1,7799
57280,5,7,value,1,149,1,7799
57350,5,4,value,1,149,1,7799
57420,5,0,value,1,149,1,7799
57490,5,160,value,1,149,1,7799
57630,5,0,value,1,149,1,7799
57700,5,32,value,1,149,1,7799
57770,5,0,value,1,149,1,7799
57840,5,68,value,1,149,1,7799
57910,5,310,value,1,149,1,7799
57980,5,22,value,1,149,1,7799
58050,5,186,value,1,149,1,7799
58190,5,0,value,1,149,1,7799
58260,5,3,value,1,149,1,7799
58330,5,13,value,1,149,1,7799
58400,5,0,value,1,149,1,7799
58470,5,0,value,1,149,1,7799
58510,5,46,value,1,149,1,7799
58540,5,5,value,1,149,1,7799
58570,5,35,value,1,149,1,7799
58610,5,3,value,1,149,1,7799
58680,5,0,value,1,149,1,7799
58760,5,245,value,1,149,1,7799
58820,5,12,value,1,149,1,7799
58890,5,4,value,1,149,1,7799
59030,5,0,value,1,149,1,7799
59100,5,3,value,1,149,1,7799
59170,5,0,value,1,149,1,7799
59250,5,0,value,1,149,1,7799
59310,5,4,value,1,149,1,7799
59320,5,0,value,1,149,1,7799
59330,5,0,value,1,149,1,7799
59340,5,4,value,1,149,1,7799
59350,5,0,value,1,149,1,7799
59360,5,0,value,1,149,1,7799
59370,5,12,value,1,149,1,7799
59799,5,0,value,1,149,1,7799
60210,6,18,value,1,149,1,7799
60410,6,21,value,1,149,1,7799
60610,6,28,value,1,149,1,7799
60810,6,24,value,1,149,1,7799
61010,6,8,value,1,149,1,7799
61210,6,12,value,1,149,1,7799
61410,6,44,value,1,149,1,7799
61510,6,17,value,1,149,1,7799
61610,6,26,value,1,149,1,7799
61810,6,15,value,1,149,1,7799
62010,6,0,value,1,149,1,7799
62210,6,7,value,1,149,1,7799
62410,6,11,value,1,149,1,7799
62610,6,41,value,1,149,1,7799
62810,6,45,value,1,149,1,7799
63010,6,39,value,1,149,1,7799
63210,6,13,value,1,149,1,7799
63410,6,3,value,1,149,1,7799
63610,6,36,value,1,149,1,7799
63810,6,23,value,1,149,1,7799
64010,6,68,value,1,149,1,7799
64210,6,25,value,1,149,1,7799
64610,6,13,value,1,149,1,7799
64810,6,18,value,1,149,1,7799
65010,6,14,value,1,149,1,7799
65210,6,4,value,1,149,1,7799
65410,6,20,value,1,149,1,7799
65610,6,11,value,1,149,1,7799
65810,6,32,value,1,149,1,7799
69799,6,0,value,1,149,1,7799
70200,7,18,value,1,149,1,7799
70420,7,40,value,1,149,1,7799
70540,7,0,value,1,149,1,7799
70620,7,6,value,1,149,1,7799
70700,7,3,value,1,149,1,7799
71000,7,61,value,1,149,1,7799
71300,7,72,value,1,149,1,7799
72200,7,17,value,1,149,1,7799
72300,7,15,value,1,149,1,7799
72330,7,67,value,1,149,1,7799
72800,7,26,value,1,149,1,7799
73600,7,75,value,1,149,1,7799
74050,7,53,value,1,149,1,7799
74550,7,18,value,1,149,1,7799
74560,7,0,value,1,149,1,7799
74660,7,57,value,1,149,1,7799
74680,7,36,value,1,149,1,7799
79399,7,0,value,1,149,1,7799
79799,7,0,value,1,149,1,7799
89399,8,310,value,1,149,1,7799
89799,8,0,value,1,149,1,7799
99399,9,12,value,1,149,1,7799
99799,9,0,value,1,149,1,7799
10050,1,1586,value,2000,2499,104000,129999
10130,1,764,value,2000,2499,104000,129999
10250,1,1284,value,2000,2499,104000,129999
10300,1,55,value,2000,2499,104000,129999
10470,1,1271,value,2000,2499,104000,129999
10550,1,893,value,2000,2499,104000,129999
10600,1,302,value,2000,2499,104000,129999
10650,1,217,value,2000,2499,104000,129999
10750,1,12531,value,2000,2499,104000,129999
10800,1,145,value,2000,2499,104000,129999
10850,1,236,value,2000,2499,104000,129999
10900,1,2651,value,2000,2499,104000,129999
10950,1,76,value,2000,2499,104000,129999
11100,1,1440,value,2000,2499,104000,129999
11150,1,56,value,2000,2499,104000,129999
11200,1,27,value,2000,2499,104000,129999
11250,1,422,value,2000,2499,104000,129999
11300,1,977,value,2000,2499,104000,129999
11350,1,751,value,2000,2499,104000,129999
11400,1,419,value,2000,2499,104000,129999
11450,1,3344,value,2000,2499,104000,129999
11500,1,5516,value,2000,2499,104000,129999
11520,1,2737,value,2000,2499,104000,129999
11570,1,9477,value,2000,2499,104000,129999
11600,1,87,value,2000,2499,104000,129999
11650,1,10590,value,2000,2499,104000,129999
11700,1,28,value,2000,2499,104000,129999
11720,1,1610,value,2000,2499,104000,129999
11730,1,1106,value,2000,2499,104000,129999
11750,1,153,value,2000,2499,104000,129999
11800,1,2026,value,2000,2499,104000,129999
12000,1,114,value,2000,2499,104000,129999
12150,1,81,value,2000,2499,104000,129999
12350,1,328,value,2000,2499,104000,129999
12380,1,6046,value,2000,2499,104000,129999
12700,1,288,value,2000,2499,104000,129999
12730,1,252,value,2000,2499,104000,129999
12750,1,847,value,2000,2499,104000,129999
12850,1,4899,value,2000,2499,104000,129999
12870,1,342,value,2000,2499,104000,129999
12900,1,250,value,2000,2499,104000,129999
12930,1,4784,value,2000,2499,104000,129999
12950,1,97,value,2000,2499,104000,129999
13010,1,153,value,2000,2499,104000,129999
13310,1,933,value,2000,2499,104000,129999
13340,1,301,value,2000,2499,104000,129999
13450,1,777,value,2000,2499,104000,129999
13510,1,295,value,2000,2499,104000,129999
13550,1,358,value,2000,2499,104000,129999
13660,1,143,value,2000,2499,104000,129999
13800,1,2357,value,2000,2499,104000,129999
13850,1,80,value,2000,2499,104000,129999
13910,1,427,value,2000,2499,104000,129999
14000,1,4675,value,2000,2499,104000,129999
14100,1,283,value,2000,2499,104000,129999
14170,1,5030,value,2000,2499,104000,129999
14200,1,374,value,2000,2499,104000,129999
14300,1,156,value,2000,2499,104000,129999
14350,1,596,value,2000,2499,104000,129999
14400,1,683,value,2000,2499,104000,129999
14500,1,2860,value,2000,2499,104000,129999
14550,1,173,value,2000,2499,104000,129999
14600,1,173,value,2000,2499,104000,129999
14650,1,6683,value,2000,2499,104000,129999
14700,1,1065,value,2000,2499,104000,129999
14750,1,359,value,2000,2499,104000,129999
14850,1,1193,value,2000,2499,104000,129999
14870,1,532,value,2000,2499,104000,129999
14900,1,6466,value,2000,2499,104000,129999
14920,1,184,value,2000,2499,104000,129999
14950,1,76,value,2000,2499,104000,129999
15050,1,2734,value,2000,2499,104000,129999
15240,1,1863,value,2000,2499,104000,129999
15270,1,638,value,2000,2499,104000,129999
15300,1,371,value,2000,2499,104000,129999
15350,1,635,value,2000,2499,104000,129999
15520,1,330,value,2000,2499,104000,129999
15560,1,106,value,2000,2499,104000,129999
15650,1,512,value,2000,2499,104000,129999
15700,1,396,value,2000,2499,104000,129999
15750,1,381,value,2000,2499,104000,129999
15800,1,160,value,2000,2499,104000,129999
15850,1,170,value,2000,2499,104000,129999
15900,1,4861,value,2000,2499,104000,129999
15950,1,1962,value,2000,2499,104000,129999
15990,1,7803,value,2000,2499,104000,129999
16100,1,160,value,2000,2499,104000,129999
16150,1,1279,value,2000,2499,104000,129999
16200,1,408,value,2000,2499,104000,129999
16260,1,8181,value,2000,2499,104000,129999
16350,1,7680,value,2000,2499,104000,129999
16380,1,2132,value,2000,2499,104000,129999
16400,1,2107,value,2000,2499,104000,129999
16490,1,1882,value,2000,2499,104000,129999
16550,1,3661,value,2000,2499,104000,129999
16610,1,534,value,2000,2499,104000,129999
16650,1,3655,value,2000,2499,104000,129999
16700,1,3828,value,2000,2499,104000,129999
16900,1,2338,value,2000,2499,104000,129999
16950,1,2451,value,2000,2499,104000,129999
17000,1,816,value,2000,2499,104000,129999
17040,1,624,value,2000,2499,104000,129999
17080,1,468,value,2000,2499,104000,129999
17100,1,1228,value,2000,2499,104000,129999
17150,1,7591,value,2000,2499,104000,129999
17200,1,4710,value,2000,2499,104000,129999
17310,1,1818,value,2000,2499,104000,129999
17350,1,167,value,2000,2499,104000,129999
17400,1,112,value,2000,2499,104000,129999
17420,1,5262,value,2000,2499,104000,129999
17550,1,2536,value,2000,2499,104000,129999
17620,1,447,value,2000,2499,104000,129999
17640,1,221,value,2000,2499,104000,129999
17650,1,175,value,2000,2499,104000,129999
17750,1,2059,value,2000,2499,104000,129999
17850,1,77,value,2000,2499,104000,129999
17900,1,101,value,2000,2499,104000,129999
17950,1,89,value,2000,2499,104000,129999
18020,1,208,value,2000,2499,104000,129999
18050,1,1594,value,2000,2499,104000,129999
18100,1,71,value,2000,2499,104000,129999
18200,1,176,value,2000,2499,104000,129999
18230,1,1445,value,2000,2499,104000,129999
18250,1,2055,value,2000,2499,104000,129999
18350,1,1556,value,2000,2499,104000,129999
18400,1,1869,value,2000,2499,104000,129999
18450,1,6442,value,2000,2499,104000,129999
18500,1,1082,value,2000,2499,104000,129999
18710,1,550,value,2000,2499,104000,129999
19399,1,26,value,2000,2499,104000,129999
19799,1,0,value,2000,2499,104000,129999
20110,2,321,value,2000,2499,104000,129999
20260,2,268,value,2000,2499,104000,129999
20570,2,3098,value,2000,2499,104000,129999
20660,2,4321,value,2000,2499,104000,129999
20740,2,727,value,2000,2499,104000,129999
20830,2,1487,value,2000,2499,104000,129999
20910,2,2573,value,2000,2499,104000,129999
21010,2,339,value,2000,2499,104000,129999
21110,2,4314,value,2000,2499,104000,129999
21180,2,5413,value,2000,2499,104000,129999
21270,2,146,value,2000,2499,104000,129999
21370,2,1078,value,2000,2499,104000,129999
21450,2,3592,value,2000,2499,104000,129999
21610,2,11565,value,2000,2499,104000,129999
21670,2,248,value,2000,2499,104000,129999
21750,2,621,value,2000,2499,104000,129999
21830,2,418,value,2000,2499,104000,129999
21890,2,4233,value,2000,2499,104000,129999
22110,2,1057,value,2000,2499,104000,129999
22170,2,4891,value,2000,2499,104000,129999
22250,2,246,value,2000,2499,104000,129999
22310,2,4184,value,2000,2499,104000,129999
22410,2,548,value,2000,2499,104000,129999
22490,2,808,value,2000,2499,104000,129999
22620,2,3384,value,2000,2499,104000,129999
22670,2,3968,value,2000,2499,104000,129999
22750,2,7646,value,2000,2499,104000,129999
22830,2,1878,value,2000,2499,104000,129999
22910,2,405,value,2000,2499,104000,129999
22980,2,142,value,2000,2499,104000,129999
23110,2,2841,value,2000,2499,104000,129999
23190,2,594,value,2000,2499,104000,129999
23270,2,6315,value,2000,2499,104000,129999
23350,2,544,value,2000,2499,104000,129999
23430,2,5433,value,2000,2499,104000,129999
23670,2,6033,value,2000,2499,104000,129999
23810,2,2075,value,2000,2499,104000,129999
23940,2,145,value,2000,2499,104000,129999
24130,2,1618,value,2000,2499,104000,129999
24210,2,3482,value,2000,2499,104000,129999
24250,2,202,value,2000,2499,104000,129999
24330,2,2415,value,2000,2499,104000,129999
24410,2,4135,value,2000,2499,104000,129999
24600,2,2959,value,2000,2499,104000,129999
24650,2,5090,value,2000,2499,104000,129999
24780,2,1493,value,2000,2499,104000,129999
24850,2,1426,value,2000,2499,104000,129999
24900,2,763,value,2000,2499,104000,129999
24970,2,5695,value,2000,2499,104000,129999
25060,2,3597,value,2000,2499,104000,129999
25150,2,1158,value,2000,2499,104000,129999
25250,2,5080,value,2000,2499,104000,129999
25340,2,4881,value,2000,2499,104000,129999
25430,2,495,value,2000,2499,104000,129999
25490,2,502,value,2000,2499,104000,129999
25620,2,395,value,2000,2499,104000,129999
25710,2,2231,value,2000,2499,104000,129999
25810,2,272,value,2000,2499,104000,129999
25900,2,2808,value,2000,2499,104000,129999
25990,2,136,value,2000,2499,104000,129999
26080,2,71,value,2000,2499,104000,129999
26170,2,779,value,2000,2499,104000,129999
26260,2,417,value,2000,2499,104000,129999
26350,2,2660,value,2000,2499,104000,129999
26430,2,249,value,2000,2499,104000,129999
26490,2,1025,value,2000,2499,104000,129999
26610,2,532,value,2000,2499,104000,129999
26670,2,144,value,2000,2499,104000,129999
26700,2,851,value,2000,2499,104000,129999
26730,2,1093,value,2000,2499,104000,129999
26810,2,1156,value,2000,2499,104000,129999
26890,2,92,value,2000,2499,104000,129999
26980,2,4972,value,2000,2499,104000,129999
27070,2,7291,value,2000,2499,104000,129999
27170,2,1395,value,2000,2499,104000,129999
27260,2,8316,value,2000,2499,104000,129999
27350,2,2231,value,2000,2499,104000,129999
27450,2,5935,value,2000,2499,104000,129999
27630,2,152,value,2000,2499,104000,129999
29399,2,5,value,2000,2499,104000,129999
29799,2,0,value,2000,2499,104000,129999
30250,3,6,value,2000,2499,104000,129999
30300,3,127,value,2000,2499,104000,129999
30370,3,487,value,2000,2499,104000,129999
30410,3,67,value,2000,2499,104000,129999
30450,3,3,value,2000,2499,104000,129999
30760,3,41,value,2000,2499,104000,129999
30900,3,4,value,2000,2499,104000,129999
31000,3,36334,value,2000,2499,104000,129999
31750,3,9,value,2000,2499,104000,129999
31820,3,2314,value,2000,2499,104000,129999
31900,3,551,value,2000,2499,104000,129999
31950,3,12,value,2000,2499,104000,129999
32080,3,5102,value,2000,2499,104000,129999
32250,3,55,value,2000,2499,104000,129999
32260,3,736,value,2000,2499,104000,129999
32270,3,952,value,2000,2499,104000,129999
32310,3,258,value,2000,2499,104000,129999
32330,3,9,value,2000,2499,104000,129999
32450,3,92,value,2000,2499,104000,129999
32500,3,94,value,2000,2499,104000,129999
32600,3,6,value,2000,2499,104000,129999
32750,3,4,value,2000,2499,104000,129999
32770,3,14,value,2000,2499,104000,129999
32810,3,352,value,2000,2499,104000,129999
33100,3,13,value,2000,2499,104000,129999
33200,3,38,value,2000,2499,104000,129999
33220,3,2193,value,2000,2499,104000,129999
33360,3,2141,value,2000,2499,104000,129999
33430,3,18654,value,2000,2499,104000,129999
33610,3,339,value,2000,2499,104000,129999
33620,3,1071,value,2000,2499,104000,129999
33800,3,324,value,2000,2499,104000,129999
33830,3,13,value,2000,2499,104000,129999
33960,3,6796,value,2000,2499,104000,129999
33980,3,730,value,2000,2499,104000,129999
34420,3,14,value,2000,2499,104000,129999
34530,3,1070,value,2000,2499,104000,129999
34570,3,0,value,2000,2499,104000,129999
34580,3,1081,value,2000,2499,104000,129999
34590,3,10577,value,2000,2499,104000,129999
34710,3,111,value,2000,2499,104000,129999
34770,3,3754,value,2000,2499,104000,129999
34800,3,15,value,2000,2499,104000,129999
34830,3,7,value,2000,2499,104000,129999
34860,3,382,value,2000,2499,104000,129999
34880,3,515,value,2000,2499,104000,129999
35010,3,15129,value,2000,2499,104000,129999
35250,3,17,value,2000,2499,104000,129999
35300,3,631,value,2000,2499,104000,129999
35600,3,140,value,2000,2499,104000,129999
35670,3,14,value,2000,2499,104000,129999
35740,3,1483,value,2000,2499,104000,129999
35760,3,221,value,2000,2499,104000,129999
35780,3,48,value,2000,2499,104000,129999
35790,3,38,value,2000,2499,104000,129999
35800,3,28,value,2000,2499,104000,129999
36070,3,9,value,2000,2499,104000,129999
36150,3,21,value,2000,2499,104000,129999
36250,3,5496,value,2000,2499,104000,129999
36300,3,17,value,2000,2499,104000,129999
36370,3,2440,value,2000,2499,104000,129999
36510,3,1213,value,2000,2499,104000,129999
36580,3,695,value,2000,2499,104000,129999
36630,3,709,value,2000,2499,104000,129999
36660,3,884,value,2000,2499,104000,129999
36720,3,9444,value,2000,2499,104000,129999
36820,3,605,value,2000,2499,104000,129999
36910,3,5151,value,2000,2499,104000,129999
36950,3,82,value,2000,2499,104000,129999
36960,3,56,value,2000,2499,104000,129999
37010,3,6192,value,2000,2499,104000,129999
37300,3,143,value,2000,2499,104000,129999
37310,3,979,value,2000,2499,104000,129999
37340,3,881,value,2000,2499,104000,129999
37400,3,33,value,2000,2499,104000,129999
37550,3,7,value,2000,2499,104000,129999
37570,3,0,value,2000,2499,104000,129999
37600,3,24,value,2000,2499,104000,129999
39799,3,0,value,2000,2499,104000,129999
40070,4,469,value,2000,2499,104000,129999
40120,4,1388,value,2000,2499,104000,129999
40220,4,704,value,2000,2499,104000,129999
40250,4,15,value,2000,2499,104000,129999
40310,4,886,value,2000,2499,104000,129999
40430,4,43,value,2000,2499,104000,129999
40520,4,304,value,2000,2499,104000,129999
40700,4,1203,value,2000,2499,104000,129999
40910,4,1736,value,2000,2499,104000,129999
41010,4,117,value,2000,2499,104000,129999
41060,4,3570,value,2000,2499,104000,129999
41140,4,277,value,2000,2499,104000,129999
41190,4,42,value,2000,2499,104000,129999
41330,4,39,value,2000,2499,104000,129999
41560,4,340,value,2000,2499,104000,129999
41750,4,26,value,2000,2499,104000,129999
41830,4,41,value,2000,2499,104000,129999
41960,4,37,value,2000,2499,104000,129999
42030,4,729,value,2000,2499,104000,129999
42110,4,85,value,2000,2499,104000,129999
42250,4,273,value,2000,2499,104000,129999
42600,4,1107,value,2000,2499,104000,129999
42750,4,106,value,2000,2499,104000,129999
43080,4,30,value,2000,2499,104000,129999
43220,4,38,value,2000,2499,104000,129999
43360,4,56,value,2000,2499,104000,129999
43650,4,569,value,2000,2499,104000,129999
43710,4,180,value,2000,2499,104000,129999
43790,4,346,value,2000,2499,104000,129999
43920,4,307,value,2000,2499,104000,129999
44000,4,0,value,2000,2499,104000,129999
44060,4,3240,value,2000,2499,104000,129999
44210,4,173,value,2000,2499,104000,129999
44340,4,2098,value,2000,2499,104000,129999
44550,4,1233,value,2000,2499,104000,129999
44620,4,789,value,2000,2499,104000,129999
